bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
84,"flash, flash memory, flash storage, magnetic disk, magnetic, memory, storage, erase, nand flash, nand",11,In-Memory Databases,0.3973965681397674
85,"book, member, borrowed, librarian, member borrowed, isbn, borrowed book, member borrowed book, book published, title",0,Introduction to Database Management Systems,0.0
86,"failure, type failure, site, distributed, failure site, continue, failed site, link, failed, communication link",27,Distributed Databases and Replication,0.4631047022252653
87,"ssn, superssn, sex, ssn bdate address, ssn bdate, salary superssn, bdate address, bdate address sex, salary superssn dno, bdate",0,Introduction to Database Management Systems,0.0
88,"authentication, password, authenticate, user, user password, authentication service, authenticating, authenticating user, web site, authenticate user",28,Database Scalability and Partitioning,0.2879787779028517
89,"architecture, shareddisk, sharedmemory, sharednothing, sharednothing architecture, processor, shared, shareddisk architecture, memory, sharedmemory architecture",0,Introduction to Database Management Systems,0.42521320141517865
90,"itemsets, frequent, frequent itemsets, itemset, large itemsets, negative border, border, set item, support, pas",19,Big Data and Distributed Databases,0.22986155399892627
91,"checkpoint, checkpointing, fuzzy, checkpoint record, transaction checkpoint, fuzzy checkpointing, active transaction, checkpoint checkpoint, time checkpoint, buffer block",5,Transaction Management and ACID Properties,0.3759546309518423
92,"lsn, page, dirtypagetable, log record, dirty page, log, dirty, redo, pagelsn, dirty page table",14,Database Auditing and Logging,0.3022081981993536
93,"view, view definition, create view, query view, view relation, view view, query expression, myview, mytab, definition",3,Querying Relational Databases,0.5790822707065071
94,"student, person, alumnus, graduatestudent, undergraduate, graduate, employee student, set student, alumnus student, student type",0,Introduction to Database Management Systems,0.0
95,"lope, okay aho hardly, okay, lope fan phipps, lope fan, park, hardly, fan phipps yes, fan phipps, aho hardly",0,Introduction to Database Management Systems,0.0
96,"privacy, security, database security, statistical database, statistical, security privacy, data privacy, law, challenge database, challenge database security",26,Data Privacy and Compliance in Databases,0.309857615246289
97,"search, web, agent, social, social search, usage, information, search engine, web content, engine",16,Data Compression and Encryption,0.10990265980907019
98,"throughput, response, response time, number transaction, transaction second, transaction, harmonic mean throughput, mean throughput, average, harmonic",5,Transaction Management and ACID Properties,0.3919196334803857
99,"grade, student, gradereport, university, coursenumber, student course, transcript, studentname, sect, file store",18,NoSQL Databases: Document Stores,0.08112873172923066
100,"fiber, channel, fiber channel, iscsi, scsi, device, storage, network, na, san",16,Data Compression and Encryption,0.31361669964951033
101,"null, null value, unknown, value, value exist, exist, null evaluate, unknown exist, value null value, value null",0,Introduction to Database Management Systems,0.0
102,"course, credit, semester, title, offering, credit course, course course, course title, dept credit, taught",13,Multi-Model Databases,0.09026539242002347
103,"jdbc, driver, java, jdbc driver, java program, driver manager, jdbc api, oracle jdbc, java database connectivity, database jdbc",25,Database Migration and Schema Evolution,0.3351856339155593
104,"memory, shared memory, shared, cache, cache memory, process access, memory manager, memory area, process, mainmemory",11,In-Memory Databases,0.4500890895593638
105,"commit, commit protocol, twophase commit, twophase, protocol, twophase commit protocol, phase commit, phase commit protocol, coordinator, phase",0,Introduction to Database Management Systems,0.0
106,"delete, update, insert delete, delete update, statement, insert, update statement, update delete, delete statement, insert delete update",0,Introduction to Database Management Systems,0.0
107,"creditcard, card, credit card, credit, payment, creditcard company, creditcard number, good, customer, purchaser",0,Introduction to Database Management Systems,0.0
108,"postgresql, mysql, postgres, pgadmin, opensource, tool, administration, stonebraker, distribution postgresql, postgresql version",22,Database Administration and Performance Tuning,0.28027210203827274
109,"database figure, relational database figure, consider relational database, consider relational, figure consider relational, figure consider, figure, database figure consider, relational database, relational",1,Relational Database Model,0.3587222155977457
110,"color, clothes, clothes size, item color, color clothes size, color clothes, skirt, pastel, dress, pant",0,Introduction to Database Management Systems,0.0
111,"bottleneck, tuning, performance, performance tuning, component bottleneck, performance component, utility, improving, load, component",30,Database Performance Monitoring and Tuning,0.681337514013117
112,"seek, block transfer, transfer, block, number block, buffer, worst case, worst, cost, seek required",12,Data Migration and ETL Processes,0.10084716622631328
113,"head, track, sector, write head, read write head, platter, surface, read write, disk, sector track",0,Introduction to Database Management Systems,0.0
114,"availability, partition, network partition, network, site partition, site, site failure, network partitioning, reliability availability, reliability",5,Transaction Management and ACID Properties,0.22691648158350117
115,"term, document, relevance, frequency, idf, term document, occurrence, occurrence term, term frequency, document term",18,NoSQL Databases: Document Stores,0.2901887707354227
116,"sql standard, standard, sql, version sql, sql sql, standard sql, version, feature, version sql standard, ansi",3,Querying Relational Databases,0.3612204563363911
117,"lowerlevel entity, lowerlevel entity set, lowerlevel, entity set, higherlevel entity, higherlevel, entity, higherlevel entity set, set, set lowerlevel entity",6,Data Modeling and ER Diagrams,0.09922481925090243
118,"subelements, element, child, parent, subelements element, subelement, node, child element, text, subelements attribute",0,Introduction to Database Management Systems,0.0
119,"backup, remote backup, remote, backup site, remote backup site, backup system, remote backup system, site, primary site, primary",24,Data Backup and Recovery Strategies,0.5744258162716667
120,"inheritance, subtype, multiple inheritance, supertype, supertypes, type hierarchy, subtypes, supertype subtype, inherited, extends",0,Introduction to Database Management Systems,0.0
121,"embedded, embedded sql, host language, host, sql, language, programming, sql embedded, preprocessor, programming language",1,Relational Database Model,0.3154410108095487
122,"rename, alias, rename operation, renaming, project operation, unary, project, name, rename relation, operation",0,Introduction to Database Management Systems,0.0
123,"main memory, buffer, main, memory, block, disk block, memory buffer, disk main memory, disk main, main memory buffer",11,In-Memory Databases,0.4430591480562466
124,"sec, course, sec course, entity set section, set section, section entity, course sec, entity set, section, semester",6,Data Modeling and ER Diagrams,0.09922481925090243
125,"diagram, sequence diagram, statechart, use case, statechart diagram, class diagram, collaboration, interaction, case diagram, use case diagram",0,Introduction to Database Management Systems,0.0
126,"odmg, odmg object, odl, odmg object model, object model, object, object definition, object definition language, language odl, definition language",13,Multi-Model Databases,0.2893258416294557
127,"array, php, element, array element, teaching, associative, element array, php array, array variable, associative array",0,Introduction to Database Management Systems,0.0
128,"relation relation, relation, prereq relation, relation prereq relation, relation practice exercise, relation practice, relation prereq, consider following relation, following relation, relation relation example",0,Introduction to Database Management Systems,0.0
129,"cartesian product, cartesian, product, cartesian product operation, product operation, product relation, cartesian product relation, cross, cross join, tuples relation",0,Introduction to Database Management Systems,0.0
130,"histogram, range, distribution, example histogram, value range, use histogram, range histogram, estimate, constructing, value attribute",3,Querying Relational Databases,0.10098722091470684
131,"specialization, generalization, lattice, specialization generalization, hierarchy, hierarchy lattice, subclass, generalization specialization, specialization lattice, shared subclass",0,Introduction to Database Management Systems,0.0
132,"deleted record, deleted, record, marker, deletion, record record, space, record deleted, deletion marker, record record record",0,Introduction to Database Management Systems,0.0
133,"nestedloop, nestedloop join, join, indexed nestedloop join, indexed nestedloop, block nestedloop, block nestedloop join, indexed, join algorithm, nestedloop join algorithm",0,Introduction to Database Management Systems,0.0
134,"fragmentation, fragment, vertical, vertical fragmentation, horizontal, vertical fragment, horizontal fragmentation, reconstruct relation, reconstructed, horizontal fragment",28,Database Scalability and Partitioning,0.4665789465581923
135,"functional dependency, functional, dependency, functional dependency hold, dependency hold, relation schema, set functional, set functional dependency, dependency functional dependency, dependency functional",25,Database Migration and Schema Evolution,0.3176423806549445
136,"gpa, rank, grade, student, student grade, rank student, order gpa, average, gpa desc, order gpa desc",0,Introduction to Database Management Systems,0.0
137,"injection, sql injection, attack, injection attack, attacker, sql injection attack, manipulation attack, sql, sql statement, attack attacker",3,Querying Relational Databases,0.3612204563363911
138,"rollback, cascading rollback, cascading, rolled, transaction rollback, transaction, rollback abort, rollback abort transaction, transaction rolled, roll",5,Transaction Management and ACID Properties,0.4062678601155774
139,"predicate, predicate true, clause, clause predicate, predicate clause, combination, predicate check clause, comparison predicate, check clause, predicate check",0,Introduction to Database Management Systems,0.0
140,"isolation, isolation level, level, read, serializable, read committed, repeatable read, level isolation, repeatable, maybe",5,Transaction Management and ACID Properties,0.10156696502889435
141,"decomposition, nonadditive, nonadditive join, join property, nonadditive join property, property, relation decomposition, decomposition nonadditive, algorithm, lossless",0,Introduction to Database Management Systems,0.0
142,"timestamps, clock, timestamp, unique, unique timestamps, logical clock, generating unique, counter, generated, value clock",23,Database Constraints and Triggers,0.23467448190965207
143,"precision, recall, precision recall, recall precision, measure, average precision, relevant, rank position, relevant document, score",18,NoSQL Databases: Document Stores,0.2901887707354227
144,"servlet, servlets, server, application server, servlets jsp, web server, jsp, glassfish, response, servlet code",1,Relational Database Model,0.10078874713503898
145,"approach, problem, technique, described section, section procedure, technique approach, comfortable approach, comfortable, approach described section, section major",0,Introduction to Database Management Systems,0.0
146,"association, association rule, rule, negative association, mining, college yes, srikant, negative, college, yes",20,Data Mining and Knowledge Discovery,0.3524952269153336
147,"certificate, digital, signature, digital signature, public key, digital certificate, public, authority, certification, certificate issued",0,Introduction to Database Management Systems,0.0
148,"xquery, xquery expression, query xquery, xml, xquery language, xquery query, cast, type xquery, xml data, xml query language",3,Querying Relational Databases,0.46538185444342517
149,"benchmark, tpc, tpc benchmark, performance, tpca, performance benchmark, tpcc, tpcd, metric, tpca benchmark",30,Database Performance Monitoring and Tuning,0.6084998184453019
150,"global transaction, local, global, site, transaction access, local transaction, multidatabase, transaction access data, access data site, transaction",5,Transaction Management and ACID Properties,0.37645169604781703
151,"exercise, exercise exercise, exercise practice, practice exercise, exercise practice exercise, practice, practice exercise practice, exercise exercise exercise, exercise reader, leave exercise",0,Introduction to Database Management Systems,0.0
152,"dimension, fact table, dimension table, fact, table dimension, table, table dimension table, fact table dimension, dimension attribute, dimension fact",0,Introduction to Database Management Systems,0.0
153,"block, block map, spanned, rid, rid rid, length record, length, record, map, unspanned",0,Introduction to Database Management Systems,0.0
154,"connection, connection pool, pool, connection connection, connection database, database connection, open, opened, connection established, open connection",25,Database Migration and Schema Evolution,0.3351856339155593
155,"ordering, definition relation, order attribute, order, schema relation, attribute unique schema, unique schema, ordering value tuple, alternative definition relation, attribute unique",25,Database Migration and Schema Evolution,0.2367806534448881
156,"parallelism, parallelize, parallel, evaluation, interquery, evaluation plan, parallelize operation, relational operation, parallel evaluation, interquery parallelism",1,Relational Database Model,0.33025381697646117
157,"failure, lost, crash, loss, storage, nonvolatile, nonvolatile storage, content, power failure, failure result loss",16,Data Compression and Encryption,0.31361669964951033
158,"chapter database, chapter database design, database design model, design model, database design, chapter, chapter relational database, chapter relational, design, relational database design",2,Database Design and Normalization,0.39702206630484793
159,"discus, section discus, chapter discus, discus discus, section discus discus, later section discus, later section, chapter discus concept, rule relaxed discus, relaxed discus",0,Introduction to Database Management Systems,0.0
160,"entity, entity set, entity entity, entity entity set, attribute entity, set, entity set attribute, set attribute, entity type entity, set entity",6,Data Modeling and ER Diagrams,0.09922481925090243
161,"pipeline, pipelining, producerdriven, pipelined, demanddriven, producerdriven pipeline, intermediate result disk, result disk, evaluation, demanddriven pipelining",0,Introduction to Database Management Systems,0.0
162,"price, sale, item, purchase, purchase order, sale relation, poid, order, sold, item sold",0,Introduction to Database Management Systems,0.0
163,"superkey, superkey set attribute, superkey set, subset superkey, set attribute, attribute superkey, superkey superkey, superkeys, set attribute superkey, uniquely",0,Introduction to Database Management Systems,0.0
164,"filegroup, file, filegroups, fileprocessing, directory, operating, file filegroup, placement, maintained underlying operating, file processing user",28,Database Scalability and Partitioning,0.2459336259213374
165,"recovery, recovery algorithm, recovery algorithm section, recovery scheme, algorithm section, section recovery, recovery technique, mohan, backed, mohan narang describes",21,Database Backup and Recovery,0.5501100303068919
166,"multisets, multiset, case, multiset type, array multiset, type added sql, array, added sql, type added, result case",3,Querying Relational Databases,0.3612204563363911
167,"cardinality, cardinality ratio, ratio, participation, ratio binary relationship, ratio binary, cardinality ratio binary, relationship, binary relationship, participation constraint",6,Data Modeling and ER Diagrams,0.09922481925090243
168,"odbc, odbc jdbc, jdbc, jdbc odbc, odbc api, api, server odbc, odbc odbc, ado net, standard odbc",0,Introduction to Database Management Systems,0.0
169,"prerequisite, prereq, course prerequisite, course, prerequisite course, new prereq, prereq prereq, course prereq, prereq course, prereq select",0,Introduction to Database Management Systems,0.0
170,"processor, parallel, multicore, core, parallel processing, multicore processor, parallel machine, parallelism, parallel system, processing",11,In-Memory Databases,0.25851887681308855
171,"semester, select course, fall, course, spring, ece, select course section, section semester, course section semester, semester spring",0,Introduction to Database Management Systems,0.0
172,"primary key, key, candidate key, primary, candidate, key primary, key primary key, key chosen, primary key chosen, key called",23,Database Constraints and Triggers,0.23467448190965207
173,"administrator, database administrator, administrator database, user, database administrator database, database user, user database, dba, database, user database administrator",28,Database Scalability and Partitioning,0.23300338417456806
174,"omit detail, detail, simplicity, omit, following action, following action taken, gray, action taken, ignore, taken",0,Introduction to Database Management Systems,0.0
175,"result, result query, result result, cause result, result query result, query result, show result, query show result, result query show, result result query",3,Querying Relational Databases,0.5790822707065071
176,"relation attribute, attribute relation, attribute, different relation, name, relation, attribute name, record attribute, attribute originally, represents attribute relation",25,Database Migration and Schema Evolution,0.07941059516373612
177,"figure figure figure, figure figure, figure, figure appears figure, cylinder figure, figure said, figure figure said, figure figure appears, figure brandt figure, figure brandt",0,Introduction to Database Management Systems,0.0
178,"mobile, mobile host, host, broadcast, energy, broadcast data, data broadcast, transmitted, data transmitted, support station",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
179,"movie, actor, director, producer, movie actor, movie director, preference, actor producer, movie movie, movie database",25,Database Migration and Schema Evolution,0.3351856339155593
180,"xpath, xpath expression, expression, path expression, path, xquery, xpath path expression, xpath path, expression xpath, xpath expression figure",0,Introduction to Database Management Systems,0.0
181,"cursor, fetch, fetch command, query result, command, fetch orientation, declare cursor, iterator, tuples query result, tuples query",3,Querying Relational Databases,0.5790822707065071
182,"form select, query form, query form select, query, query example, following query, select, sample query, typical sql, sample query example",3,Querying Relational Databases,0.6278247249044032
183,"msec, seek time, seek, transfer, transfer time, time, average seek time, millisecond, average seek, block transfer time",10,Time-Series and Geospatial Databases,0.4290390409157153
184,"instructor teach, instructor, teach, course instructor, taught, course, result instructor, instructor instructor, dept physic instructor, physic instructor",0,Introduction to Database Management Systems,0.0
185,"physical database design, physical database, physical, database design, design, physical design, factor influence, database design discus, rdbmss, factor",2,Database Design and Normalization,0.4311996525359944
186,"record type, field, type, data type, number field, type record, type data, field value pair, type information, value pair",16,Data Compression and Encryption,0.26607722263356437
187,"session, cookie, session identifier, session object, servlet, identifier, userid, ongoing session, new session, sessionid",0,Introduction to Database Management Systems,0.0
188,"tablespace, table space, container, tablespaces, space, humanres, extent, table, sched, humanres tablespace",0,Introduction to Database Management Systems,0.0
189,"crosstab, pivot, total inst, pivot clause, crosstabs, column, inst total inst, total inst total, inst total, cell",0,Introduction to Database Management Systems,0.0
190,"equivalence rule, equivalence, expression, subexpression, rule, set equivalence, set equivalence rule, subexpressions, equivalent, transformed",0,Introduction to Database Management Systems,0.0
191,"university, university database, campus, schema university, schema university database, university information, university schema, real university, representation university, representation university information",25,Database Migration and Schema Evolution,0.2764112589223285
192,"instructor, tuples instructor, teach, instructor tuples, tuples, tuple instructor, instructor relation, tuple, instructor tuple, relation instructor",0,Introduction to Database Management Systems,0.0
193,"relationship set, set relationship, entity set relationship, relationship, set relationship set, entity set, set, entity, set entity, relationship set entity",6,Data Modeling and ER Diagrams,0.13974879895670209
194,"sql chapter, advanced sql chapter, chapter, chapter advanced sql, advanced sql, chapter advanced, sql chapter advanced, chapter oracle, advanced, sql",3,Querying Relational Databases,0.3612204563363911
195,"ldap, directory, ldap server, attr, entry ldap, ldap data, access protocol, entry, directory access protocol, re",7,Database Security and Access Control,0.2860454840095545
196,"spatial, spatial join, spatial data, spatial join index, spatial index, join index, index spatial, join index spatial, join, indexing",4,Indexing and Performance Optimization,0.42867707988514486
197,"delete, insert, delete tuples, delete command, tuples, tuples relation, tuples delete, insert statement, deleted, delete tuples relation",0,Introduction to Database Management Systems,0.0
198,"street, address, city state, composite attribute, attribute street, composite, state zip, city, zip, postal code",0,Introduction to Database Management Systems,0.0
199,"comparison, comparison operator, uppercase, operator, case sensitive, lowercase, string, like comparison operator, uppercase lowercase, case insensitive",18,NoSQL Databases: Document Stores,0.24190366628525947
200,"superclass, subclass, superclass subclass, subclass relationship, subclass superclass, superclass subclass relationship, member subclass, member, member superclass, entity",6,Data Modeling and ER Diagrams,0.13312406454008857
