Bucket Number,Bucket
87,"authentication, password, authenticate, user, user password, authentication service, authenticating, authenticating user, web site, authenticate user"
88,"architecture, shareddisk, sharedmemory, sharednothing, sharednothing architecture, processor, shared, shareddisk architecture, memory, sharedmemory architecture"
89,"itemsets, frequent, frequent itemsets, itemset, large itemsets, negative border, border, set item, support, pas"
90,"checkpoint, checkpointing, fuzzy, checkpoint record, transaction checkpoint, fuzzy checkpointing, active transaction, checkpoint checkpoint, time checkpoint, buffer block"
91,"lsn, page, dirtypagetable, log record, dirty page, log, dirty, redo, pagelsn, dirty page table"
92,"view, view definition, create view, query view, view relation, view view, query expression, myview, mytab, definition"
93,"student, person, alumnus, graduatestudent, undergraduate, graduate, employee student, set student, alumnus student, student type"
94,"lope, okay aho hardly, okay, lope fan phipps, lope fan, park, hardly, fan phipps yes, fan phipps, aho hardly"
95,"privacy, security, database security, statistical database, statistical, security privacy, data privacy, law, challenge database, challenge database security"
96,"search, web, agent, social, social search, usage, information, search engine, web content, engine"
97,"throughput, response, response time, number transaction, transaction second, transaction, harmonic mean throughput, mean throughput, average, harmonic"
98,"grade, student, gradereport, university, coursenumber, student course, transcript, studentname, sect, file store"
99,"fiber, channel, fiber channel, iscsi, scsi, device, storage, network, na, san"
100,"null, null value, unknown, value, value exist, exist, null evaluate, unknown exist, value null value, value null"
101,"course, credit, semester, title, offering, credit course, course course, course title, dept credit, taught"
102,"jdbc, driver, java, jdbc driver, java program, driver manager, jdbc api, oracle jdbc, java database connectivity, database jdbc"
103,"memory, shared memory, shared, cache, cache memory, process access, memory manager, memory area, process, mainmemory"
104,"commit, commit protocol, twophase commit, twophase, protocol, twophase commit protocol, phase commit, phase commit protocol, coordinator, phase"
105,"delete, update, insert delete, delete update, statement, insert, update statement, update delete, delete statement, insert delete update"
106,"creditcard, card, credit card, credit, payment, creditcard company, creditcard number, good, customer, purchaser"
107,"postgresql, mysql, postgres, pgadmin, opensource, tool, administration, stonebraker, distribution postgresql, postgresql version"
108,"database figure, relational database figure, consider relational database, consider relational, figure consider relational, figure consider, figure, database figure consider, relational database, relational"
109,"color, clothes, clothes size, item color, color clothes size, color clothes, skirt, pastel, dress, pant"
110,"bottleneck, tuning, performance, performance tuning, component bottleneck, performance component, utility, improving, load, component"
111,"seek, block transfer, transfer, block, number block, buffer, worst case, worst, cost, seek required"
112,"head, track, sector, write head, read write head, platter, surface, read write, disk, sector track"
113,"availability, partition, network partition, network, site partition, site, site failure, network partitioning, reliability availability, reliability"
114,"term, document, relevance, frequency, idf, term document, occurrence, occurrence term, term frequency, document term"
115,"sql standard, standard, sql, version sql, sql sql, standard sql, version, feature, version sql standard, ansi"
116,"lowerlevel entity, lowerlevel entity set, lowerlevel, entity set, higherlevel entity, higherlevel, entity, higherlevel entity set, set, set lowerlevel entity"
117,"subelements, element, child, parent, subelements element, subelement, node, child element, text, subelements attribute"
118,"backup, remote backup, remote, backup site, remote backup site, backup system, remote backup system, site, primary site, primary"
119,"inheritance, subtype, multiple inheritance, supertype, supertypes, type hierarchy, subtypes, supertype subtype, inherited, extends"
120,"embedded, embedded sql, host language, host, sql, language, programming, sql embedded, preprocessor, programming language"
121,"rename, alias, rename operation, renaming, project operation, unary, project, name, rename relation, operation"
122,"main memory, buffer, main, memory, block, disk block, memory buffer, disk main memory, disk main, main memory buffer"
123,"sec, course, sec course, entity set section, set section, section entity, course sec, entity set, section, semester"
124,"diagram, sequence diagram, statechart, use case, statechart diagram, class diagram, collaboration, interaction, case diagram, use case diagram"
125,"odmg, odmg object, odl, odmg object model, object model, object, object definition, object definition language, language odl, definition language"
126,"array, php, element, array element, teaching, associative, element array, php array, array variable, associative array"
127,"relation relation, relation, prereq relation, relation prereq relation, relation practice exercise, relation practice, relation prereq, consider following relation, following relation, relation relation example"
128,"cartesian product, cartesian, product, cartesian product operation, product operation, product relation, cartesian product relation, cross, cross join, tuples relation"
129,"histogram, range, distribution, example histogram, value range, use histogram, range histogram, estimate, constructing, value attribute"
130,"specialization, generalization, lattice, specialization generalization, hierarchy, hierarchy lattice, subclass, generalization specialization, specialization lattice, shared subclass"
131,"deleted record, deleted, record, marker, deletion, record record, space, record deleted, deletion marker, record record record"
132,"nestedloop, nestedloop join, join, indexed nestedloop join, indexed nestedloop, block nestedloop, block nestedloop join, indexed, join algorithm, nestedloop join algorithm"
133,"fragmentation, fragment, vertical, vertical fragmentation, horizontal, vertical fragment, horizontal fragmentation, reconstruct relation, reconstructed, horizontal fragment"
134,"functional dependency, functional, dependency, functional dependency hold, dependency hold, relation schema, set functional, set functional dependency, dependency functional dependency, dependency functional"
135,"gpa, rank, grade, student, student grade, rank student, order gpa, average, gpa desc, order gpa desc"
136,"injection, sql injection, attack, injection attack, attacker, sql injection attack, manipulation attack, sql, sql statement, attack attacker"
137,"rollback, cascading rollback, cascading, rolled, transaction rollback, transaction, rollback abort, rollback abort transaction, transaction rolled, roll"
138,"predicate, predicate true, clause, clause predicate, predicate clause, combination, predicate check clause, comparison predicate, check clause, predicate check"
139,"isolation, isolation level, level, read, serializable, read committed, repeatable read, level isolation, repeatable, maybe"
140,"decomposition, nonadditive, nonadditive join, join property, nonadditive join property, property, relation decomposition, decomposition nonadditive, algorithm, lossless"
141,"timestamps, clock, timestamp, unique, unique timestamps, logical clock, generating unique, counter, generated, value clock"
142,"precision, recall, precision recall, recall precision, measure, average precision, relevant, rank position, relevant document, score"
143,"servlet, servlets, server, application server, servlets jsp, web server, jsp, glassfish, response, servlet code"
144,"approach, problem, technique, described section, section procedure, technique approach, comfortable approach, comfortable, approach described section, section major"
145,"association, association rule, rule, negative association, mining, college yes, srikant, negative, college, yes"
146,"certificate, digital, signature, digital signature, public key, digital certificate, public, authority, certification, certificate issued"
147,"xquery, xquery expression, query xquery, xml, xquery language, xquery query, cast, type xquery, xml data, xml query language"
148,"benchmark, tpc, tpc benchmark, performance, tpca, performance benchmark, tpcc, tpcd, metric, tpca benchmark"
149,"global transaction, local, global, site, transaction access, local transaction, multidatabase, transaction access data, access data site, transaction"
150,"exercise, exercise exercise, exercise practice, practice exercise, exercise practice exercise, practice, practice exercise practice, exercise exercise exercise, exercise reader, leave exercise"
151,"dimension, fact table, dimension table, fact, table dimension, table, table dimension table, fact table dimension, dimension attribute, dimension fact"
152,"block, block map, spanned, rid, rid rid, length record, length, record, map, unspanned"
153,"connection, connection pool, pool, connection connection, connection database, database connection, open, opened, connection established, open connection"
154,"ordering, definition relation, order attribute, order, schema relation, attribute unique schema, unique schema, ordering value tuple, alternative definition relation, attribute unique"
155,"parallelism, parallelize, parallel, evaluation, interquery, evaluation plan, parallelize operation, relational operation, parallel evaluation, interquery parallelism"
156,"failure, lost, crash, loss, storage, nonvolatile, nonvolatile storage, content, power failure, failure result loss"
157,"chapter database, chapter database design, database design model, design model, database design, chapter, chapter relational database, chapter relational, design, relational database design"
158,"discus, section discus, chapter discus, discus discus, section discus discus, later section discus, later section, chapter discus concept, rule relaxed discus, relaxed discus"
159,"entity, entity set, entity entity, entity entity set, attribute entity, set, entity set attribute, set attribute, entity type entity, set entity"
160,"pipeline, pipelining, producerdriven, pipelined, demanddriven, producerdriven pipeline, intermediate result disk, result disk, evaluation, demanddriven pipelining"
161,"price, sale, item, purchase, purchase order, sale relation, poid, order, sold, item sold"
162,"superkey, superkey set attribute, superkey set, subset superkey, set attribute, attribute superkey, superkey superkey, superkeys, set attribute superkey, uniquely"
163,"filegroup, file, filegroups, fileprocessing, directory, operating, file filegroup, placement, maintained underlying operating, file processing user"
164,"recovery, recovery algorithm, recovery algorithm section, recovery scheme, algorithm section, section recovery, recovery technique, mohan, backed, mohan narang describes"
165,"multisets, multiset, case, multiset type, array multiset, type added sql, array, added sql, type added, result case"
166,"cardinality, cardinality ratio, ratio, participation, ratio binary relationship, ratio binary, cardinality ratio binary, relationship, binary relationship, participation constraint"
167,"odbc, odbc jdbc, jdbc, jdbc odbc, odbc api, api, server odbc, odbc odbc, ado net, standard odbc"
168,"prerequisite, prereq, course prerequisite, course, prerequisite course, new prereq, prereq prereq, course prereq, prereq course, prereq select"
169,"processor, parallel, multicore, core, parallel processing, multicore processor, parallel machine, parallelism, parallel system, processing"
170,"semester, select course, fall, course, spring, ece, select course section, section semester, course section semester, semester spring"
171,"primary key, key, candidate key, primary, candidate, key primary, key primary key, key chosen, primary key chosen, key called"
172,"administrator, database administrator, administrator database, user, database administrator database, database user, user database, dba, database, user database administrator"
173,"omit detail, detail, simplicity, omit, following action, following action taken, gray, action taken, ignore, taken"
174,"result, result query, result result, cause result, result query result, query result, show result, query show result, result query show, result result query"
175,"relation attribute, attribute relation, attribute, different relation, name, relation, attribute name, record attribute, attribute originally, represents attribute relation"
176,"figure figure figure, figure figure, figure, figure appears figure, cylinder figure, figure said, figure figure said, figure figure appears, figure brandt figure, figure brandt"
177,"mobile, mobile host, host, broadcast, energy, broadcast data, data broadcast, transmitted, data transmitted, support station"
178,"movie, actor, director, producer, movie actor, movie director, preference, actor producer, movie movie, movie database"
179,"xpath, xpath expression, expression, path expression, path, xquery, xpath path expression, xpath path, expression xpath, xpath expression figure"
180,"cursor, fetch, fetch command, query result, command, fetch orientation, declare cursor, iterator, tuples query result, tuples query"
181,"form select, query form, query form select, query, query example, following query, select, sample query, typical sql, sample query example"
182,"msec, seek time, seek, transfer, transfer time, time, average seek time, millisecond, average seek, block transfer time"
183,"instructor teach, instructor, teach, course instructor, taught, course, result instructor, instructor instructor, dept physic instructor, physic instructor"
184,"physical database design, physical database, physical, database design, design, physical design, factor influence, database design discus, rdbmss, factor"
185,"record type, field, type, data type, number field, type record, type data, field value pair, type information, value pair"
186,"session, cookie, session identifier, session object, servlet, identifier, userid, ongoing session, new session, sessionid"
187,"tablespace, table space, container, tablespaces, space, humanres, extent, table, sched, humanres tablespace"
188,"crosstab, pivot, total inst, pivot clause, crosstabs, column, inst total inst, total inst total, inst total, cell"
189,"equivalence rule, equivalence, expression, subexpression, rule, set equivalence, set equivalence rule, subexpressions, equivalent, transformed"
190,"university, university database, campus, schema university, schema university database, university information, university schema, real university, representation university, representation university information"
191,"instructor, tuples instructor, teach, instructor tuples, tuples, tuple instructor, instructor relation, tuple, instructor tuple, relation instructor"
192,"relationship set, set relationship, entity set relationship, relationship, set relationship set, entity set, set, entity, set entity, relationship set entity"
193,"sql chapter, advanced sql chapter, chapter, chapter advanced sql, advanced sql, chapter advanced, sql chapter advanced, chapter oracle, advanced, sql"
194,"ldap, directory, ldap server, attr, entry ldap, ldap data, access protocol, entry, directory access protocol, re"
195,"spatial, spatial join, spatial data, spatial join index, spatial index, join index, index spatial, join index spatial, join, indexing"
196,"delete, insert, delete tuples, delete command, tuples, tuples relation, tuples delete, insert statement, deleted, delete tuples relation"
197,"street, address, city state, composite attribute, attribute street, composite, state zip, city, zip, postal code"
198,"comparison, comparison operator, uppercase, operator, case sensitive, lowercase, string, like comparison operator, uppercase lowercase, case insensitive"
199,"superclass, subclass, superclass subclass, subclass relationship, subclass superclass, superclass subclass relationship, member subclass, member, member superclass, entity"
200,"department, department relation, us attribute, dept, relation department, attribute us, us attribute us, attribute us attribute, department department relation, department department"
201,"decomposition, lossless, lossless decomposition, decomposition decomposition, decomposition algorithm, decomposition lossless, lossy decomposition, lossy, decomposition inst dept, lossless decomposition decomposition"
202,"aries, aries recovery, recovery, aries recovery algorithm, recovery algorithm, recovery method, stateoftheart, recovery algorithm aries, algorithm aries, aries recovery method"
203,"shadow, shadow directory, shadow paging, paging, directory, page page, page page page, current directory, shadowcopy, page"
204,"workflow, workflow system, workflow management, example workflow, task, human, automate, organization, automate workflow workflow, automate workflow"
205,"team, player, game, sport, league, pitcher, recorded, played, olympic, finished game"
206,"tree, tree index, btree index, multilevel index, multilevel, tree tree, btree, index, use tree, structure"
207,"shipped, order shipped, commerce, ecommerce, customer, warehouse list, tracking, order, service, shipped warehouse"
208,"cascadeless, recoverable, schedule, cascadeless schedule, schedule recoverable, recoverability, strict schedule, strict, recoverable cascadeless, nonrecoverable"
209,"totalsal, salary, employee, salary totalsal, triggered, changing employee, old department, changing, update, adding salary totalsal"
210,"ddl, datadefinition language, datadefinition, schema, datadefinition language ddl, language ddl, catalog, schema definition, definition, database schema"
211,"php, java, scripting, scripting language, language, language java, programming language java, programming, programming language, language php"
212,"join take, take, outer join, outer, select student, outer join take, student, natural, student natural, student take"
213,"author, book, author array, publisher, array, title, keyword set, pub, title author, jones"
214,"validation, validation phase, phase, validation test, validated, validation phase validation, condition hold, phase start, phase validation, interference"
215,"output, buffer, modified buffer, buffer block, block, modified, buffer block disk, modified buffer block, output block, disk"
216,"network, localarea network, localarea, widearea, widearea network, area network, wireless, area, local area network, local area"
217,"mozart, einstein, gold, califieri, kim, singh, crick, srinivasan, said, katz"
218,"value element, complex, attribute attribute, attribute, attribute value element, attribute value, complex attribute, attribute left, use attribute, complex structure"
219,"keywords, set document, document contain, document, set keywords, document contain specified, contain, contain specified, identifier document contain, document identifier"
220,"transaction second, transaction transaction, transaction type, second transaction, run transaction second, transaction, run transaction, type run, transaction type run, second"
221,"olap, processing olap, analytical, analytical processing olap, analytical processing, online analytical, online analytical processing, olap server, online, analysis service"
222,"view integration, view, integration, view database, view data, multiple view, integration approach, view integration approach, abstract view data, major purpose database"
223,"path expression, path, expression, step path, set node, value path, value path expression, expression return single, step path expression, path expression return"
224,"consistency, inconsistency, consistency requirement, level consistency, consistent state, database consistent state, database consistent, ensure change database, constraint ensure change, requirement subtables"
225,"fragment, fragment replicate, replicate, asymmetric, asymmetric fragment, asymmetric fragment replicate, replica fragment, replicated, general fragment, replicate relation"
226,"oid, encapsulation, object, encapsulation operation, object identity, literal, value oid, literal value, structure object, identity"
227,"car, vehicle, accident, license, sport car, woman annual, woman annual income, young woman annual, car color, report number"
228,"tag, end tag, tag specify, text, heading, tag tag, html, slash, start tag, element"
229,"budget, building budget, building, dept building, dept building budget, dept, department, budget department, building budget budget, budget budget"
230,"instructor, instructor relation, einstein sure, student taught instructor, taught instructor named, einstein sure duplicate, sure duplicate result, id student taught, instructor inst dept, student taught"
231,"underlined, key underlined, primary key underlined, underlined primary, underlined primary key, key underlined primary, primary key, primary, key, underlined attribute"
232,"language, datadefinition language, datadefinition, programming language, language language, programming, objectoriented, language differ, data type, data model"
233,"item, data item, database item, item transaction, data item transaction, transaction, transaction data, data item database, transaction unit program, unit program"
234,"normalization, denormalization, normalized, design, denormalization performance, normalization normalization, normal form normalization, bad database design, series test, form normalization"
235,"diagram figure, diagram, diagram figure diagram, figure diagram, consider diagram figure, consider diagram, figure diagram figure, figure consider diagram, diagram figure consider, diagram practice"
236,"phone, phone number, attribute phone, attribute phone number, home phone, home, number, area code, phone number attribute, number atomic"
237,"safe, safety, rule, unsafe, expression, said safe, expression safe, safety expression, domp, finite"
238,"subclass, specialization, subclass specialization, superclass, defined, defined subclass, disjoint, belong subclass, user defined, member subclass"
239,"locking, lock, locking index, granularity, concurrency, index, locking granularity, indexlocking, index query lock, granularity optimized"
240,"student, student enrolled, enrolled, register, retrieve name, name student, count, registration, name student enrolled, student register"
241,"columnoriented, storage, columnoriented storage, storage manager, exadata, column based, column based storage, based storage, roworiented, roworiented storage"
242,"web service, service, soap, web, http, webservice, parameter result, http request, service description language, service description"
243,"employee tuple, employee, nested query, select employee, select employee tuple, exists, nested, dependent, tuple, correlated nested query"
244,"operator, operator class, gist, gist operator class, creating operator class, operator symbol, default operator, default operator class, gist operator, creating operator"
245,"workflow, task, agent, task agent, scheduler, requirement workflow, processing entity, precondition, execution task, handoff"
246,"schedule figure, consider schedule, schedule, consider schedule figure, consider partial schedule, partial schedule figure, consider partial, partial schedule, consider, illustration consider partial"
247,"test, assertion, infinitely, created test validity, test test, costly test assertion, arbitrary predicate costly, assertion created test, test validity, assertion created"
248,"participation, total participation, participate relationship, participate, total, relationship, participation entity, relationship set, entity, participation entity set"
249,"longduration, multilevel transaction, longduration transaction, multilevel, transaction, transaction nested, autonomous transaction, nested multilevel, nested multilevel transaction, transaction longduration transaction"
250,"log, log record, new value, item log, value updated, update log record, update log, data item, item, updated item"
251,"geometryobject, circle, interface, short, triangle, referencepoint, area, rectangle, rectangle triangle, subtype"
252,"canonical cover, canonical, cover, set functional dependency, set functional, canonical cover set, cover set, dependency, functional dependency, functional"
253,"waitfor, waitfor graph, graph, local waitfor graph, local waitfor, local, edge, waitfor graph figure, global waitfor graph, global waitfor"
254,"data dictionary, dictionary, catalog, metadata, data data, data dictionary store, dictionary store, data data dictionary, store metadata, information schema constraint"
255,"constructor, structured type, type constructor, structured, type, struct, collection type, construct, function structured type, struct constructor"
256,"sqlj, java, double, jdbc, sql sqlj, embedded sql, embedded, sqlj java, sql, java host"
257,"example example, illustrate, example illustrate, following example, illustrate use, following example example, illustrate use exists, example, use exists, illustrates concept"
258,"link, page, anchor text, anchor, web page, hyperlink, text, stanford, link page, web"
259,"longduration, long transaction, longduration transaction, starvation, long, victim, transaction, transaction progress, conflicting, finish"
260,"host, copy document, versionvector, versionvector scheme, vdi, copy, document host, scheme, copy document host, version vector"
261,"mean time, failure, mean, mean time failure, time failure, hour, disk, failure disk, repair, loss"
262,"bread, milk, juice, milk bread, cooky, bread juice, bread cooky, percent, confidence, bottled water"
263,"oledb, data source, source, linked server, oledb data, oledb data source, linked, docauthor, server, provider"
264,"ternary, ternary relationship, binary relationship, relationship, binary, father, degree, mother, relationship type, degree relationship"
265,"false, true false, true, unknown, false false, true true, false true, false unknown, unknown unknown, false false false"
266,"architecture, threetier architecture, architecture figure, threetier, application architecture, application architecture evolved, twotier threetier architecture, twotier threetier, called manyserver, model illustrated figure"
267,"ordered, ordering field, field, record order, file, file ordered record, ordered record, ordering, order, record"
268,"audit, trail, audit trail, create audit trail, create audit, security, carried, breach, security breached, account compromised"
269,"notation, notation notation, alternative notation, alternative, notation notation notation, arrow notation, figure alternative notation, notation alternative, arrow, notation use"
270,"character, escape, pattern, match string, escape character, abcd, pattern matching, string, match, string beginning"
271,"extraneous, logically implies, hold, implies, logically implies extraneous, extraneous logically, implies extraneous, logically, augmentation rule, augmentation"
272,"cube, rollup, data cube, cube rollup, rollup operation, rollup construct, cube rollup operation, entire data cube, group clause, group"
273,"join, join parallel, join algorithm, computes join, locally, processor, parallel, parallel join algorithm, consider join relation, processor computes"
274,"memory, main memory, main, cache, large main, large main memory, memory cache, cache memory, ram, memory cache page"
275,"searchkey, searchkey value, record searchkey value, record searchkey, search key, index entry, nonunique, deleted, nonunique search key, nonunique search"
276,"persistent programming, persistent programming language, persistent, programming language, programming, language, language persistent programming, language persistent, persistent data, programming language persistent"
277,"buyer, seller, bid, auction, price, marketplace, multiple seller, multiple buyer, bid price, buyer seller"
278,"exception, error, catch, exception handling, error condition, sqlexception, exception condition, handling, code, java"
279,"hierarchy, region, country, region country, group region, region country state, hierarchical, country state, city, city hierarchy"
280,"dvd, digital video, digital video disk, video disk, compact disk, disk dvd, video, digital, compact, disk"
281,"relational model, codd, model, relational, paper, paper codd, model chapter, landmark paper, model codd, fundamental relational"
282,"estimate, size, size estimate, estimated size, size estimation, approximation, accurate, assumption, estimate size, accurate estimate derived"
283,"query language, language, language sql, widely query language, widely query, study widely query, study widely, query language sql, language query, query"
284,"create table, table, create table command, create, stand table, table command, table book, command create table, table create table, table command create"
285,"vector machine, support vector machine, support vector, classifier, learning, vector, training set, learning method, machine, training"
286,"rose, rational rose, rational, rose data, data modeler, modeler, rose data modeler, rational rose data, tool, modeling"
