QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
40,Combination Sum II,combination-sum-ii,Medium,53.41243323801641,False,"array,backtracking",algorithms
41,First Missing Positive,first-missing-positive,Hard,36.74943145174977,False,"array,hash-table",algorithms
42,Trapping Rain Water,trapping-rain-water,Hard,59.276043861847995,False,"array,two-pointers,dynamic-programming,stack,monotonic-stack",algorithms
43,Multiply Strings,multiply-strings,Medium,39.20340136952912,False,"math,string,simulation",algorithms
44,Wildcard Matching,wildcard-matching,Hard,26.944300925672028,False,"string,dynamic-programming,greedy,recursion",algorithms
45,Jump Game II,jump-game-ii,Medium,39.85802761222538,False,"array,dynamic-programming,greedy",algorithms
46,Permutations,permutations,Medium,75.73297618263477,False,"array,backtracking",algorithms
47,Permutations II,permutations-ii,Medium,57.39505952178724,False,"array,backtracking",algorithms
48,Rotate Image,rotate-image,Medium,71.0855418096529,False,"array,math,matrix",algorithms
49,Group Anagrams,group-anagrams,Medium,66.7756496610275,False,"array,hash-table,string,sorting",algorithms
50,"Pow(x, n)",powx-n,Medium,33.06987756016923,False,"math,recursion",algorithms
51,N-Queens,n-queens,Hard,64.3103219822446,False,"array,backtracking",algorithms
52,N-Queens II,n-queens-ii,Hard,71.64811783960721,False,backtracking,algorithms
53,Maximum Subarray,maximum-subarray,Medium,50.174622535997194,False,"array,divide-and-conquer,dynamic-programming",algorithms
54,Spiral Matrix,spiral-matrix,Medium,45.06922988695259,False,"array,matrix,simulation",algorithms
55,Jump Game,jump-game,Medium,38.92922164803452,False,"array,dynamic-programming,greedy",algorithms
56,Merge Intervals,merge-intervals,Medium,46.196565367539215,False,"array,sorting",algorithms
57,Insert Interval,insert-interval,Medium,39.053622898652144,False,array,algorithms
58,Length of Last Word,length-of-last-word,Easy,43.06586793383912,False,string,algorithms
59,Spiral Matrix II,spiral-matrix-ii,Medium,67.45119282220831,False,"array,matrix,simulation",algorithms
60,Permutation Sequence,permutation-sequence,Hard,44.419065482763315,False,"math,recursion",algorithms
61,Rotate List,rotate-list,Medium,36.11953299306214,False,"linked-list,two-pointers",algorithms
62,Unique Paths,unique-paths,Medium,62.69129737753955,False,"math,dynamic-programming,combinatorics",algorithms
63,Unique Paths II,unique-paths-ii,Medium,39.431465886659986,False,"array,dynamic-programming,matrix",algorithms
64,Minimum Path Sum,minimum-path-sum,Medium,62.00780290441442,False,"array,dynamic-programming,matrix",algorithms
65,Valid Number,valid-number,Hard,18.728295139778837,False,string,algorithms
66,Plus One,plus-one,Easy,43.70911961856637,False,"array,math",algorithms
67,Add Binary,add-binary,Easy,52.39897813446961,False,"math,string,bit-manipulation,simulation",algorithms
68,Text Justification,text-justification,Hard,37.457998482525824,False,"array,string,simulation",algorithms
69,Sqrt(x),sqrtx,Easy,37.4499813659902,False,"math,binary-search",algorithms
70,Climbing Stairs,climbing-stairs,Easy,52.1863371644201,False,"math,dynamic-programming,memoization",algorithms
71,Simplify Path,simplify-path,Medium,40.584341624538936,False,"string,stack",algorithms
72,Edit Distance,edit-distance,Hard,54.46793485306459,False,"string,dynamic-programming",algorithms
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,51.346458294498554,False,"array,hash-table,matrix",algorithms
74,Search a 2D Matrix,search-a-2d-matrix,Medium,47.77991505330381,False,"array,binary-search,matrix",algorithms
75,Sort Colors,sort-colors,Medium,58.6632546736904,False,"array,two-pointers,sorting",algorithms
76,Minimum Window Substring,minimum-window-substring,Hard,40.91046865991269,False,"hash-table,string,sliding-window",algorithms
77,Combinations,combinations,Medium,67.04369755773615,False,backtracking,algorithms
78,Subsets,subsets,Medium,74.97269022032967,False,"array,backtracking,bit-manipulation",algorithms
79,Word Search,word-search,Medium,40.25872556472789,False,"array,backtracking,matrix",algorithms
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,52.36556384312754,False,"array,two-pointers",algorithms
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,35.71389239903144,False,"array,binary-search",algorithms
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,45.94873095151774,False,"linked-list,two-pointers",algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,50.65972916266642,False,linked-list,algorithms
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,42.64062464578684,False,"array,stack,monotonic-stack",algorithms
85,Maximal Rectangle,maximal-rectangle,Hard,44.80975234817373,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
86,Partition List,partition-list,Medium,52.03098231249329,False,"linked-list,two-pointers",algorithms
87,Scramble String,scramble-string,Hard,39.01267904846467,False,"string,dynamic-programming",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,46.68134886658813,False,"array,two-pointers,sorting",algorithms
89,Gray Code,gray-code,Medium,57.23330341448,False,"math,backtracking,bit-manipulation",algorithms
90,Subsets II,subsets-ii,Medium,55.91195234066875,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,32.758246666241305,False,"string,dynamic-programming",algorithms
92,Reverse Linked List II,reverse-linked-list-ii,Medium,45.45056667864259,False,linked-list,algorithms
93,Restore IP Addresses,restore-ip-addresses,Medium,47.49777927017173,False,"string,backtracking",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,73.85708947148088,False,"stack,tree,depth-first-search,binary-tree",algorithms
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,52.461023150701514,False,"dynamic-programming,backtracking,tree,binary-search-tree,binary-tree",algorithms
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,59.70779860963932,False,"math,dynamic-programming,tree,binary-search-tree,binary-tree",algorithms
97,Interleaving String,interleaving-string,Medium,37.359805455343064,False,"string,dynamic-programming",algorithms
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,32.01421769716697,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,51.06259280500931,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
100,Same Tree,same-tree,Easy,58.23893421806778,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
101,Symmetric Tree,symmetric-tree,Easy,54.37567713612083,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,64.43110626056509,False,"tree,breadth-first-search,binary-tree",algorithms
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,56.94174456459285,False,"tree,breadth-first-search,binary-tree",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,73.9326049149704,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,61.60241229473804,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,60.04355070686414,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,61.23117013493958,False,"tree,breadth-first-search,binary-tree",algorithms
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,69.89520389784984,False,"array,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,60.25902430694495,False,"linked-list,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
110,Balanced Binary Tree,balanced-binary-tree,Easy,49.131861403728685,False,"tree,depth-first-search,binary-tree",algorithms
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,44.506726942117794,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
112,Path Sum,path-sum,Easy,48.328363294138086,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
113,Path Sum II,path-sum-ii,Medium,57.13109994502985,False,"backtracking,tree,depth-first-search,binary-tree",algorithms
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,61.87791909756453,False,"linked-list,stack,tree,depth-first-search,binary-tree",algorithms
115,Distinct Subsequences,distinct-subsequences,Hard,44.53122468659595,False,"string,dynamic-programming",algorithms
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,60.484912702617436,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,50.30418243908943,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
118,Pascal's Triangle,pascals-triangle,Easy,70.85637554076942,False,"array,dynamic-programming",algorithms
119,Pascal's Triangle II,pascals-triangle-ii,Easy,60.84050526032298,False,"array,dynamic-programming",algorithms
120,Triangle,triangle,Medium,54.52103430486282,False,"array,dynamic-programming",algorithms
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,54.29780288259932,False,"array,dynamic-programming",algorithms
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,63.93272835101441,False,"array,dynamic-programming,greedy",algorithms
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,45.565319826110226,False,"array,dynamic-programming",algorithms
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,39.222098785974595,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
125,Valid Palindrome,valid-palindrome,Easy,44.425143307407964,False,"two-pointers,string",algorithms
126,Word Ladder II,word-ladder-ii,Hard,27.488727776405575,False,"hash-table,string,backtracking,breadth-first-search",algorithms
127,Word Ladder,word-ladder,Hard,37.198650249985775,False,"hash-table,string,breadth-first-search",algorithms
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,48.463090624933095,False,"array,hash-table,union-find",algorithms
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,61.074541053056286,False,"tree,depth-first-search,binary-tree",algorithms
130,Surrounded Regions,surrounded-regions,Medium,36.82413319748223,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
131,Palindrome Partitioning,palindrome-partitioning,Medium,64.90897195285648,False,"string,dynamic-programming,backtracking",algorithms
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,33.78504310557518,False,"string,dynamic-programming",algorithms
133,Clone Graph,clone-graph,Medium,53.1131283175099,False,"hash-table,depth-first-search,breadth-first-search,graph",algorithms
134,Gas Station,gas-station,Medium,46.080054109280745,False,"array,greedy",algorithms
135,Candy,candy,Hard,41.025117501663146,False,"array,greedy",algorithms
136,Single Number,single-number,Easy,70.7378121339395,False,"array,bit-manipulation",algorithms
137,Single Number II,single-number-ii,Medium,58.54035796584488,False,"array,bit-manipulation",algorithms
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,51.42301668145325,False,"hash-table,linked-list",algorithms
139,Word Break,word-break,Medium,45.58304266165817,False,"array,hash-table,string,dynamic-programming,trie,memoization",algorithms
140,Word Break II,word-break-ii,Hard,45.33111780815599,False,"array,hash-table,string,dynamic-programming,backtracking,trie,memoization",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,47.51190484074999,False,"hash-table,linked-list,two-pointers",algorithms
142,Linked List Cycle II,linked-list-cycle-ii,Medium,48.85352719137777,False,"hash-table,linked-list,two-pointers",algorithms
143,Reorder List,reorder-list,Medium,52.64487176100372,False,"linked-list,two-pointers,stack,recursion",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,66.93974007539563,False,"stack,tree,depth-first-search,binary-tree",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,68.05834320534113,False,"stack,tree,depth-first-search,binary-tree",algorithms
146,LRU Cache,lru-cache,Medium,40.69929417431382,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
147,Insertion Sort List,insertion-sort-list,Medium,51.111656066575165,False,"linked-list,sorting",algorithms
148,Sort List,sort-list,Medium,55.20970614781269,False,"linked-list,two-pointers,divide-and-conquer,sorting,merge-sort",algorithms
149,Max Points on a Line,max-points-on-a-line,Hard,25.165975554319036,False,"array,hash-table,math,geometry",algorithms
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,45.90570349019549,False,"array,math,stack",algorithms
151,Reverse Words in a String,reverse-words-in-a-string,Medium,32.86708912251521,False,"two-pointers,string",algorithms
152,Maximum Product Subarray,maximum-product-subarray,Medium,34.85640602609949,False,"array,dynamic-programming",algorithms
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,48.88830299399997,False,"array,binary-search",algorithms
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,43.496608549187414,False,"array,binary-search",algorithms
155,Min Stack,min-stack,Medium,52.367656762334846,False,"stack,design",algorithms
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,61.98587107031129,True,"tree,depth-first-search,binary-tree",algorithms
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,40.9752684532504,True,"string,simulation,interactive",algorithms
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,41.65346036686626,True,"string,simulation,interactive",algorithms
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,53.82483251387674,True,"hash-table,string,sliding-window",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,54.4315167549114,False,"hash-table,linked-list,two-pointers",algorithms
161,One Edit Distance,one-edit-distance,Medium,34.13560615697748,True,"two-pointers,string",algorithms
162,Find Peak Element,find-peak-element,Medium,45.98625386911532,False,"array,binary-search",algorithms
163,Missing Ranges,missing-ranges,Easy,32.23218995653679,True,array,algorithms
164,Maximum Gap,maximum-gap,Hard,43.3879285384501,False,"array,sorting,bucket-sort,radix-sort",algorithms
165,Compare Version Numbers,compare-version-numbers,Medium,35.73938121087828,False,"two-pointers,string",algorithms
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,24.33287094031346,False,"hash-table,math,string",algorithms
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,60.033367174337805,False,"array,two-pointers,binary-search",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,35.59339968979419,False,"math,string",algorithms
169,Majority Element,majority-element,Easy,63.91750661157902,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,37.39422277804773,True,"array,hash-table,two-pointers,design,data-stream",algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,62.09345947340924,False,"math,string",algorithms
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,42.23390516219819,False,math,algorithms
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,69.78820806922226,False,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
174,Dungeon Game,dungeon-game,Hard,37.49651011070784,False,"array,dynamic-programming,matrix",algorithms
175,Combine Two Tables,combine-two-tables,Easy,74.24175314784279,False,database,database
176,Second Highest Salary,second-highest-salary,Medium,37.70738896061671,False,database,database
177,Nth Highest Salary,nth-highest-salary,Medium,37.66859141214468,False,database,database
178,Rank Scores,rank-scores,Medium,60.446485771771144,False,database,database
179,Largest Number,largest-number,Medium,34.61243537035375,False,"array,string,greedy,sorting",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,46.540684289164325,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,69.00243406431535,False,database,database
182,Duplicate Emails,duplicate-emails,Easy,70.84155207997328,False,database,database
183,Customers Who Never Order,customers-who-never-order,Easy,68.55940428787152,False,database,database
184,Department Highest Salary,department-highest-salary,Medium,49.99078584096531,False,database,database
185,Department Top Three Salaries,department-top-three-salaries,Hard,50.427420373080935,False,database,database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,52.91946513945298,True,"two-pointers,string",algorithms
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,47.03062614358453,False,"hash-table,string,bit-manipulation,sliding-window,rolling-hash,hash-function",algorithms
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,39.0282843196668,False,"array,dynamic-programming",algorithms
189,Rotate Array,rotate-array,Medium,39.42497604066836,False,"array,math,two-pointers",algorithms
190,Reverse Bits,reverse-bits,Easy,54.15198968280216,False,"divide-and-conquer,bit-manipulation",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,66.73073092704213,False,"divide-and-conquer,bit-manipulation",algorithms
192,Word Frequency,word-frequency,Medium,25.543400286944046,False,shell,shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,25.988349184520175,False,shell,shell
194,Transpose File,transpose-file,Medium,25.405959231328257,False,shell,shell
195,Tenth Line,tenth-line,Easy,32.873767668931066,False,shell,shell
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,60.89985848124796,False,database,database
197,Rising Temperature,rising-temperature,Easy,44.65154676811131,False,database,database
198,House Robber,house-robber,Medium,49.44226505840664,False,"array,dynamic-programming",algorithms
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,61.67206420773058,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
200,Number of Islands,number-of-islands,Medium,57.06696632569974,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,42.49176845459373,False,bit-manipulation,algorithms
202,Happy Number,happy-number,Easy,54.860097388672614,False,"hash-table,math,two-pointers",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,46.079534744614705,False,"linked-list,recursion",algorithms
204,Count Primes,count-primes,Medium,33.13479559356813,False,"array,math,enumeration,number-theory",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,42.947985530377466,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,73.64672413272105,False,"linked-list,recursion",algorithms
207,Course Schedule,course-schedule,Medium,45.4056023555493,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,62.83269954571412,False,"hash-table,string,design,trie",algorithms
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,45.02577905880465,False,"array,binary-search,sliding-window,prefix-sum",algorithms
210,Course Schedule II,course-schedule-ii,Medium,48.525905821325786,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,43.99227946513269,False,"string,depth-first-search,design,trie",algorithms
212,Word Search II,word-search-ii,Hard,36.39220922179122,False,"array,string,backtracking,trie,matrix",algorithms
213,House Robber II,house-robber-ii,Medium,41.0620731213002,False,"array,dynamic-programming",algorithms
214,Shortest Palindrome,shortest-palindrome,Hard,32.35099469094538,False,"string,rolling-hash,string-matching,hash-function",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,66.19803813953023,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
216,Combination Sum III,combination-sum-iii,Medium,67.64574266760492,False,"array,backtracking",algorithms
217,Contains Duplicate,contains-duplicate,Easy,61.42098085953748,False,"array,hash-table,sorting",algorithms
218,The Skyline Problem,the-skyline-problem,Hard,41.876613139057355,False,"array,divide-and-conquer,binary-indexed-tree,segment-tree,line-sweep,heap-priority-queue,ordered-set",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,42.57085193786907,False,"array,hash-table,sliding-window",algorithms
220,Contains Duplicate III,contains-duplicate-iii,Hard,22.15400420248032,False,"array,sliding-window,sorting,bucket-sort,ordered-set",algorithms
221,Maximal Square,maximal-square,Medium,45.01014941786313,False,"array,dynamic-programming,matrix",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Medium,60.6248381923267,False,"binary-search,tree,depth-first-search,binary-tree",algorithms
223,Rectangle Area,rectangle-area,Medium,45.157773304078354,False,"math,geometry",algorithms
224,Basic Calculator,basic-calculator,Hard,42.43499908837783,False,"math,string,stack,recursion",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,58.716874762171834,False,"stack,design,queue",algorithms
226,Invert Binary Tree,invert-binary-tree,Easy,74.77239176846304,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,42.436992883181155,False,"math,string,stack",algorithms
228,Summary Ranges,summary-ranges,Easy,47.2310300485789,False,array,algorithms
229,Majority Element II,majority-element-ii,Medium,45.1796150933279,False,"array,hash-table,sorting,counting",algorithms
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,70.19764674340881,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
231,Power of Two,power-of-two,Easy,46.02136730564565,False,"math,bit-manipulation,recursion",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,63.27032869900042,False,"stack,design,queue",algorithms
233,Number of Digit One,number-of-digit-one,Hard,33.951424047103956,False,"math,dynamic-programming,recursion",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,50.288593065913545,False,"linked-list,two-pointers,stack,recursion",algorithms
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,61.64071213317184,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,58.87272789160393,False,"tree,depth-first-search,binary-tree",algorithms
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,76.09747539506515,False,linked-list,algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,65.08061121021655,False,"array,prefix-sum",algorithms
239,Sliding Window Maximum,sliding-window-maximum,Hard,46.282200042092164,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,51.04404937967971,False,"array,binary-search,divide-and-conquer,matrix",algorithms
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,63.9503844672572,False,"math,string,dynamic-programming,recursion,memoization",algorithms
242,Valid Anagram,valid-anagram,Easy,63.07282663985902,False,"hash-table,string,sorting",algorithms
243,Shortest Word Distance,shortest-word-distance,Easy,65.02516571754725,True,"array,string",algorithms
244,Shortest Word Distance II,shortest-word-distance-ii,Medium,60.863924260512,True,"array,hash-table,two-pointers,string,design",algorithms
245,Shortest Word Distance III,shortest-word-distance-iii,Medium,58.09108957833289,True,"array,string",algorithms
246,Strobogrammatic Number,strobogrammatic-number,Easy,47.71833520809899,True,"hash-table,two-pointers,string",algorithms
247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,51.56206180941163,True,"array,string,recursion",algorithms
248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,41.932581076760954,True,"array,string,recursion",algorithms
249,Group Shifted Strings,group-shifted-strings,Medium,64.33397503780868,True,"array,hash-table,string",algorithms
250,Count Univalue Subtrees,count-univalue-subtrees,Medium,55.46902640635554,True,"tree,depth-first-search,binary-tree",algorithms
251,Flatten 2D Vector,flatten-2d-vector,Medium,49.15847544282086,True,"array,two-pointers,design,iterator",algorithms
252,Meeting Rooms,meeting-rooms,Easy,57.27239292293977,True,"array,sorting",algorithms
253,Meeting Rooms II,meeting-rooms-ii,Medium,50.57282189292624,True,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
