bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
113,"cookie, amazon, susans, cookie header",0,Introduction to Computer Networks,0.0
114,"solution, problem, solve, problem problem",0,Introduction to Computer Networks,0.0
115,"nat, nat box, box, translation",0,Introduction to Computer Networks,0.0
116,"voip, voice ip, voice, voip application",5,TCP/IP Protocol Suite,0.46650238617079365
117,"address, address space, address address, space",0,Introduction to Computer Networks,0.0
118,"virtual circuit, virtual, circuit, virtual circuit network",20,Network Virtualization,0.4676613674138984
119,"segment, lost segment, segment arrive, suppose segment",14,VLANs (Virtual LANs),0.16613339333394275
120,"sequence number, sequence, bit sequence number, number",0,Introduction to Computer Networks,0.0
121,"bandwidth, network bandwidth, bandwidth efficiently, higher class",19,Software-Defined Networking (SDN),0.293820391056047
122,"queuing delay, queuing, delay, queueing",0,Introduction to Computer Networks,0.0
123,"alice isp, alice, isp, bob",0,Introduction to Computer Networks,0.0
124,"service, class service, besteffort, class",16,Quality of Service (QoS),0.446900131423958
125,"checksum, sum, complement, internet checksum",5,TCP/IP Protocol Suite,0.40464333310238404
126,"rsa, rsa algorithm, algorithm, public key",12,VPN (Virtual Private Network),0.09643029074594907
127,"faster, efficiency, performance, improve performance",23,Network Performance Optimization,0.6813501924750818
128,"csma, csma cd, cd, collision",0,Introduction to Computer Networks,0.0
129,"source port, port, port number, source port number",0,Introduction to Computer Networks,0.0
130,"physical layer, physical, layer physical layer, layer physical",2,Network Topologies and Architectures,0.2434620831661283
131,"router, router router, natenabled, natenabled router",0,Introduction to Computer Networks,0.0
132,"access control sublayer, control sublayer, medium access control, medium access",19,Software-Defined Networking (SDN),0.2386919145217204
133,"congestion control, tcp congestion control, congestion, tcp congestion",1,Network Models and Protocols,0.26274450326000437
134,"quantization, sample, quantized, dct",0,Introduction to Computer Networks,0.0
135,"data link, data link layer, link layer data, link layer",13,Network Routing and Switching,0.16449467666520357
136,"sequence number, initial sequence number, initial sequence, sequence",0,Introduction to Computer Networks,0.0
137,"wireless lan, lan, wireless, ieee",8,Ethernet and LAN Technologies,0.47096492185944827
138,"http, http protocol, hypertext transfer protocol, hypertext transfer",0,Introduction to Computer Networks,0.0
139,"flow table, flow table entry, table, flow",0,Introduction to Computer Networks,0.0
140,"stack, protocol stack, protocol, layer protocol stack",4,Network Layers and the OSI Model,0.14804915820031117
141,"acknowledgement, acknowledgement frame, frame, frame received",0,Introduction to Computer Networks,0.0
142,"routing algorithm, routing, algorithm, way classify routing",13,Network Routing and Switching,0.3871279009729205
143,"urity, encryption, encrypted, encrypt",22,Wireless Security,0.31659059049913324
144,"jitter, called jitter, network jitter, delay jitter",19,Software-Defined Networking (SDN),0.293820391056047
145,"base station, base, station, cell",0,Introduction to Computer Networks,0.0
146,"php, javascript, script, cgi",0,Introduction to Computer Networks,0.0
147,"prefix, longest, matching, longest prefix",0,Introduction to Computer Networks,0.0
148,"step, figure step, shown step, step step",0,Introduction to Computer Networks,0.0
149,"hub, hub switch, switch, switch hub",0,Introduction to Computer Networks,0.0
150,"buffer, buffer size, buffering, buffer management",15,Network Management and Troubleshooting,0.5214279110983442
151,"authentication server, authentication, ap, wireless client",9,Wireless Networking,0.3463472444959575
152,"release, released, connection, connection released",0,Introduction to Computer Networks,0.0
153,"applet, activex, java, activex control",19,Software-Defined Networking (SDN),0.31894303267810326
154,"telnet, telnet session, telnet connection, gateway",0,Introduction to Computer Networks,0.0
155,"cellular, cellular network, lte, network architecture",2,Network Topologies and Architectures,0.16731654359405224
156,"ieee, acm, standard ieee, ieee ieee",0,Introduction to Computer Networks,0.0
157,"icmp, icmp message, ping, echo",5,TCP/IP Protocol Suite,0.12557732927662849
158,"arpanet, arpa, robert, research",0,Introduction to Computer Networks,0.0
159,"sender, sends message, sends message sends, message sends message",0,Introduction to Computer Networks,0.0
160,"qos, guarantee, qos guarantee, flow",16,Quality of Service (QoS),0.25212601339844926
161,"book, chapter, author, reference",0,Introduction to Computer Networks,0.0
162,"cost, link cost, cost change, link",0,Introduction to Computer Networks,0.0
163,"virus, malware, worm, malicious",0,Introduction to Computer Networks,0.0
164,"msc, anchor msc, visited, anchor",0,Introduction to Computer Networks,0.0
165,"queue, queued, queue packet, transmission packet",3,Network Devices and Hardware,0.12244908253170537
166,"checksum, pseudoheader, udp, header",5,TCP/IP Protocol Suite,0.12557732927662849
167,"tree, spanning tree, spanning, sink",0,Introduction to Computer Networks,0.0
168,"forwarding table, forwarding, table, router forwarding table",13,Network Routing and Switching,0.22873153453529266
169,"syn, syn segment, segment, syn flood",14,VLANs (Virtual LANs),0.16613339333394275
170,"traceroute, traceroute program, traceroutes, trace",0,Introduction to Computer Networks,0.0
171,"dtn, bundle, dtn node, dtns",0,Introduction to Computer Networks,0.0
172,"sequence number, sequence, packet sequence, packet sequence number",0,Introduction to Computer Networks,0.0
173,"request, request reply, response, response message",0,Introduction to Computer Networks,0.0
174,"snmp, managing, managing server, managed device",18,Internet of Things (IoT) and Networking,0.1095586470728745
175,"tion, tions, following tions, tion look",0,Introduction to Computer Networks,0.0
176,"transportlayer protocol, transport protocol, transportlayer, transport",0,Introduction to Computer Networks,0.0
177,"mobile web, mobile, web, mobile device",0,Introduction to Computer Networks,0.0
178,"interconnected, collection, network network, internet",5,TCP/IP Protocol Suite,0.29855209832932394
179,"section recall, recall, recall section, recall section recall",0,Introduction to Computer Networks,0.0
180,"switching, circuit switching, packet switching, circuit",13,Network Routing and Switching,0.645213168288201
181,"pixel, color, image, rgb",0,Introduction to Computer Networks,0.0
182,"channel, signaling, channel allocation, signaling channel",6,IP Addressing and Subnetting,0.11540439600077136
183,"udpclient, py, serverport, clientsocket",0,Introduction to Computer Networks,0.0
184,"gigabit, gigabit ethernet, ethernet, fast ethernet",8,Ethernet and LAN Technologies,0.3775854262106298
185,"ct, rts, rts ct, ct frame",0,Introduction to Computer Networks,0.0
186,"timer, tick, timer expires, reset",0,Introduction to Computer Networks,0.0
187,"table, column table, column, note table",0,Introduction to Computer Networks,0.0
188,"input bit, output bit, bit output, output",0,Introduction to Computer Networks,0.0
189,"client server, client, client code, clientserver application",2,Network Topologies and Architectures,0.13097279193994396
190,"tunnel, tunneling, ipv, paris",0,Introduction to Computer Networks,0.0
191,"ppp, aal, ppp frame, sonet",0,Introduction to Computer Networks,0.0
192,"crc, crc code, polynomial, cyclic redundancy check",0,Introduction to Computer Networks,0.0
193,"vpn, private network, virtual private, virtual private network",12,VPN (Virtual Private Network),0.4349650602852698
194,"procedure, stub, server procedure, remote procedure",12,VPN (Virtual Private Network),0.09643029074594907
195,"tcp sender, loss, rate, congestion",1,Network Models and Protocols,0.39613774109685
196,"switch, linklayer switch, packet switch, linklayer",0,Introduction to Computer Networks,0.0
197,"country, france, boston ma, sept",0,Introduction to Computer Networks,0.0
198,"station, suppose station, numbered station, transmitting station",0,Introduction to Computer Networks,0.0
199,"bridge, frame port, port, port bridge",0,Introduction to Computer Networks,0.0
200,"timeout, timeouts, timeout interval, timeout event",0,Introduction to Computer Networks,0.0
201,"playout, playout delay, talk spurt, spurt",0,Introduction to Computer Networks,0.0
202,"mac address, mac, adapter, address adapter",0,Introduction to Computer Networks,0.0
203,"wimax, mobile wimax, wimax network, known wimax",19,Software-Defined Networking (SDN),0.293820391056047
204,"source, destination, router advertisement, outgoing line",0,Introduction to Computer Networks,0.0
205,"data rate, rate, overhead, rate adaptation",13,Network Routing and Switching,0.31544838410775183
206,"encoding, ascii, encoded, ascii character",0,Introduction to Computer Networks,0.0
207,"sequence number, window, sequence, number",0,Introduction to Computer Networks,0.0
208,"downstream, upstream, mbps downstream, upstream downstream",0,Introduction to Computer Networks,0.0
209,"sha, hash, hash algorithm, cryptographic hash",0,Introduction to Computer Networks,0.0
210,"quality service, quality, service, based quality",16,Quality of Service (QoS),0.43381728353941285
211,"collision, probability collision, equal probability collision, collision chosen",0,Introduction to Computer Networks,0.0
212,"mac address, mac, address field, address",0,Introduction to Computer Networks,0.0
213,"fsm, fsm description, description, fsm figure",0,Introduction to Computer Networks,0.0
214,"frame, bit frame, bit, error",0,Introduction to Computer Networks,0.0
215,"vlr, hlr, visited network, visited",19,Software-Defined Networking (SDN),0.293820391056047
216,"authentication, authentication protocol, authorization, simple authentication",0,Introduction to Computer Networks,0.0
217,"communication, communication possible, communicate, communication people",0,Introduction to Computer Networks,0.29168138456566756
218,"spam, mail, spammer, junk",0,Introduction to Computer Networks,0.0
219,"tcp, tcp implementation, tcp us, ip product",1,Network Models and Protocols,0.47089715585791736
220,"forwarding, generalized forwarding, generalized, assured forwarding",13,Network Routing and Switching,0.22873153453529266
221,"access protocol, multiple access, multiple access protocol, random access",10,Network Security and Threats,0.12237091034953344
222,"connection, connection establishment, establishment, establishing connection",0,Introduction to Computer Networks,0.0
223,"case, case case, consider case, case likely",0,Introduction to Computer Networks,0.0
224,"hot potato, potato, hot potato routing, potato routing",13,Network Routing and Switching,0.3871279009729205
225,"tcp ip, model, ip model, tcp ip model",1,Network Models and Protocols,0.6405521049753464
226,"modem, cable modem, minislots, minislot",0,Introduction to Computer Networks,0.0
227,"application buffer, client application, client application buffer, buffer",2,Network Topologies and Architectures,0.10354308351039149
228,"web server, web, companion website, website",2,Network Topologies and Architectures,0.10354308351039149
229,"audio, low, high low, audio http",16,Quality of Service (QoS),0.12606300669922463
230,"envelope, body, smtp, header",0,Introduction to Computer Networks,0.0
231,"label, flow label, path label, different label",2,Network Topologies and Architectures,0.10354308351039149
232,"samplertt, estimatedrtt, samplertt value, value",0,Introduction to Computer Networks,0.0
233,"consider figure, figure consider figure, consider figure consider, figure consider",0,Introduction to Computer Networks,0.0
234,"aloha, slotted aloha, slotted, efficiency slotted aloha",21,Network Design and Planning,0.12559027701689965
235,"handoff, base station, base, station",0,Introduction to Computer Networks,0.0
236,"ipv datagram, datagram format, ipv, ipv datagram format",0,Introduction to Computer Networks,0.0
237,"attack, bad guy, guy, security",22,Wireless Security,0.547566760902884
238,"xml, xhtml, html, language",0,Introduction to Computer Networks,0.0
239,"data sent, data transmitted, transmit data, data",13,Network Routing and Switching,0.27304766674338704
240,"gsm, mobile phone, phone, europe",0,Introduction to Computer Networks,0.0
241,"file, large file, file host, host sending",0,Introduction to Computer Networks,0.0
242,"congested link, share, bandwidth, equal",0,Introduction to Computer Networks,0.0
243,"flooding, flood, link state update, state update",0,Introduction to Computer Networks,0.0
244,"handshake, threeway, way handshake, threeway handshake",0,Introduction to Computer Networks,0.0
245,"discus, discus discus, ter discus, tion discus",0,Introduction to Computer Networks,0.0
246,"ad hoc, hoc, ad, ad hoc network",19,Software-Defined Networking (SDN),0.293820391056047
247,"shortest path, shortest, path, compute shortest path",0,Introduction to Computer Networks,0.0
248,"probability, slot, probability node, slot probability",0,Introduction to Computer Networks,0.0
249,"burst, burst error, burst length, error",0,Introduction to Computer Networks,0.0
250,"form, post, method, post method",0,Introduction to Computer Networks,0.0
251,"example let, example let look, let look, look example",0,Introduction to Computer Networks,0.0
252,"host host, host, channel host, channel host host",0,Introduction to Computer Networks,0.0
253,"message, message message, want reply message, want reply",0,Introduction to Computer Networks,0.0
254,"idle, channel idle, idle station, channel idle station",0,Introduction to Computer Networks,0.0
255,"public key, public, key, key ring",13,Network Routing and Switching,0.10736996131697005
256,"chip sequence, chip, sequence, chip sequence station",0,Introduction to Computer Networks,0.0
257,"illustrated figure, illustrated, figure illustrated figure, figure illustrated",0,Introduction to Computer Networks,0.0
258,"capacity receiver, sender, receiver, rate",21,Network Design and Planning,0.5023611080675986
259,"procedure, parameter, procedure described section, procedure described",0,Introduction to Computer Networks,0.0
260,"door, socket, client, serversocket",2,Network Topologies and Architectures,0.10354308351039149
261,"path, path length, path taken, path shown",0,Introduction to Computer Networks,0.0
262,"id, signaturebased, signature, snort",0,Introduction to Computer Networks,0.0
263,"toll, office, toll office, ixc",0,Introduction to Computer Networks,0.0
264,"mtu, path mtu, mtu discovery, path mtu discovery",0,Introduction to Computer Networks,0.0
265,"compression, decompressing, compression algorithm, later data",13,Network Routing and Switching,0.31544838410775183
266,"osi, osi model, model, osi reference model",1,Network Models and Protocols,0.4201675245202553
267,"option, choice, choose option, choose",0,Introduction to Computer Networks,0.0
268,"ear, frequency, audibility, threshold audibility",0,Introduction to Computer Networks,0.0
269,"token, ring, token ring, ring protocol",0,Introduction to Computer Networks,0.0
270,"internet, internet internet, world internet, internetwork",5,TCP/IP Protocol Suite,0.38646077799804246
271,"bursty, traffic, burst, burst traffic",16,Quality of Service (QoS),0.6303150334961232
272,"delay, packetization, processing delay time, connected router connected",0,Introduction to Computer Networks,0.0
273,"error rate, bit error rate, bit error, error",0,Introduction to Computer Networks,0.0
274,"base station, base, wireless host, wireless",9,Wireless Networking,0.6522252286861554
275,"formula, infinity, approach infinity, formula let",0,Introduction to Computer Networks,0.0
276,"kbps, speech, uncompressed, voice",0,Introduction to Computer Networks,0.0
277,"multipath, fading, multipath fading, path loss",0,Introduction to Computer Networks,0.0
278,"bridge, lan, multidrop, join",8,Ethernet and LAN Technologies,0.629309043684383
279,"tcp ip, protocol tcp, tcp ip protocol, ip protocol",5,TCP/IP Protocol Suite,0.5555663755203797
280,"process, client process, process server, process client",4,Network Layers and the OSI Model,0.12922789981474628
281,"traffic, traffic destined, destined, originates unit traffic",16,Quality of Service (QoS),0.6303150334961232
282,"design, property, worked long huge, large nonetheless",21,Network Design and Planning,0.6279513850844982
283,"distribution time, distribution, minimum distribution, minimum distribution time",0,Introduction to Computer Networks,0.0
284,"letter, plaintext, common letter, trigram",0,Introduction to Computer Networks,0.0
285,"node, frame node, transmitting frame node, transmitting frame",0,Introduction to Computer Networks,0.0
286,"wireshark, wireshark lab, lab, sniffer",0,Introduction to Computer Networks,0.0
287,"section described, discussion, described section, section described section",0,Introduction to Computer Networks,0.0
288,"method, method method, approach, niche let",0,Introduction to Computer Networks,0.0
289,"networking, student want, recommendation student want, recommendation student",24,Emerging Trends in Networking,0.43115713442073506
290,"ond, ond strategy, ond requirement, onds",0,Introduction to Computer Networks,0.0
291,"encrypted, ek, plaintext, encrypting",0,Introduction to Computer Networks,0.0
292,"internet radio, radio, iptv, radio station",5,TCP/IP Protocol Suite,0.40464333310238404
293,"nonce, mics, nonce value, protocol us nonce",0,Introduction to Computer Networks,0.0
294,"sender figure, figure sender, figure receiver, figure",0,Introduction to Computer Networks,0.0
295,"advantage, benefit, strategy advantage advantage, advantage advantage",0,Introduction to Computer Networks,0.0
296,"router crash, crash, router, router discarded",0,Introduction to Computer Networks,0.0
297,"integrity, message integrity, confidentiality, message integrity technique",0,Introduction to Computer Networks,0.0
298,"switch, connection switch, term bridge switch, switch interchangeably",0,Introduction to Computer Networks,0.0
299,"nrz, manchester, manchester encoding, encoding",0,Introduction to Computer Networks,0.0
300,"hop, time live, counter, time live field",0,Introduction to Computer Networks,0.0
301,"area, border router, border, area border router",0,Introduction to Computer Networks,0.0
302,"introduction introduction, introduction, introduction introduction introduction, introduction introduction medical",0,Introduction to Computer Networks,0.0
303,"router figure, fig router, router fig router, router fig",0,Introduction to Computer Networks,0.0
304,"analogy, analogy section, teacher student, clearer",0,Introduction to Computer Networks,0.0
305,"address block, ispsrus, block address, block",0,Introduction to Computer Networks,0.0
306,"army, blue army, blue, blue army attack",0,Introduction to Computer Networks,0.0
307,"tsap, tsap address, portmapper, stable tsap address",0,Introduction to Computer Networks,0.0
308,"social, social network, facebook, twitter",19,Software-Defined Networking (SDN),0.293820391056047
309,"security, security mechanism, danger information, danger information leaking",22,Wireless Security,0.547566760902884
310,"sonet, carrier, sonet sdh, packet sonet",0,Introduction to Computer Networks,0.0
311,"group, working group, working, divided working",4,Network Layers and the OSI Model,0.14804915820031117
312,"secure email, email, secure, pgp",12,VPN (Virtual Private Network),0.5454920999860077
313,"example example, example example example, example, exist course",0,Introduction to Computer Networks,0.0
314,"nsf, nsfnet, backbone, nsfnet backbone",0,Introduction to Computer Networks,0.0
315,"analog, digital, digital transmission, adc",3,Network Devices and Hardware,0.12244908253170537
316,"switch, frame interface, filtering, forward frame",0,Introduction to Computer Networks,0.0
317,"jpeg, image, subsequent image, redundancy",0,Introduction to Computer Networks,0.0
318,"beacon, sleep, ap, wake",0,Introduction to Computer Networks,0.0
319,"key, whitening key, whitening, key key",13,Network Routing and Switching,0.12904263365764018
320,"ecn, congestion, explicit congestion notification, congestion notification",0,Introduction to Computer Networks,0.0
321,"slot, tdm, time slot, frame tdm",0,Introduction to Computer Networks,0.0
322,"gbn, gbn protocol, gbn sr, sr",0,Introduction to Computer Networks,0.0
323,"distance vector routing, vector routing, vector, distance vector",13,Network Routing and Switching,0.3871279009729205
324,"repeat, forever, line process, data point",13,Network Routing and Switching,0.16449467666520357
325,"subtypes, subtype, type, subtype field",0,Introduction to Computer Networks,0.0
326,"value value, value, recommended value, use value",14,VLANs (Virtual LANs),0.14723795120163466
327,"nr, seq, expected, frame expected",0,Introduction to Computer Networks,0.0
328,"ike, sa, ike sa, ipsec",0,Introduction to Computer Networks,0.0
329,"routing protocol, intradomain, interas, interdomain",13,Network Routing and Switching,0.3871279009729205
330,"ack, syn, syn ack, synack",0,Introduction to Computer Networks,0.0
331,"execute, program, executable program, executable",0,Introduction to Computer Networks,0.0
332,"bridge, hash table, manual configuration, inside bridge",14,VLANs (Virtual LANs),0.16613339333394275
333,"file transfer, throughput file, throughput file transfer, throughput",0,Introduction to Computer Networks,0.0
334,"work, work work, job work, privilege guess paul",12,VPN (Virtual Private Network),0.13637302499650192
335,"connectionless, connection oriented, oriented, connectionless service",16,Quality of Service (QoS),0.446900131423958
336,"transmission, transmission method, pin, base station",3,Network Devices and Hardware,0.12244908253170537
337,"proxy, proxy proxy, cleartext, web site",12,VPN (Virtual Private Network),0.27274604999300384
338,"cocktail party, party, cocktail, partygoer",0,Introduction to Computer Networks,0.0
339,"reorder, order sent, reorder message, corrupt",0,Introduction to Computer Networks,0.0
340,"suppose, xr suppose, xr, suppose ususuunn suppose",0,Introduction to Computer Networks,0.0
341,"switch figure, switch table, uppermost switch figure, uppermost switch",0,Introduction to Computer Networks,0.0
342,"wep, equivalent privacy, wired equivalent, wired equivalent privacy",12,VPN (Virtual Private Network),0.13637302499650192
343,"network core, core, edge, network edge",24,Emerging Trends in Networking,0.13283573365304718
344,"security, security service, security functionality, provide security",22,Wireless Security,0.5214763141472781
345,"audio, audio video, video, sound",0,Introduction to Computer Networks,0.0
346,"network performance, performance, measurement, measuring",23,Network Performance Optimization,0.7824777473558469
347,"kbps, ran, kbps kbps, bit kbps",0,Introduction to Computer Networks,0.0
348,"receive receive, sent, sent faster version, sent perth complete",0,Introduction to Computer Networks,0.0
349,"information, information information, hope information, hope information need",0,Introduction to Computer Networks,0.0
350,"diffserv, phb, diffserv architecture, marking",2,Network Topologies and Architectures,0.3336431716830679
351,"window, window update, update, sends window update",0,Introduction to Computer Networks,0.0
352,"tree, zebra, tree tree, search begin",0,Introduction to Computer Networks,0.0
353,"capacity, capacity megabit, increase capacity, demand",21,Network Design and Planning,0.5023611080675986
