bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
53,"protocol, tcpip, layer, protocol stack, osi, network protocol, networking, network",17,Network Structures and Protocols,0.6339239915261644
54,"bitmap, free, allocation unit, free block, bitmap free, bitblt, free list, bitmap bitmap",0,Introduction to Operating Systems,0.3135069244399154
55,"sleep, wake, wakeup, wake lock, awakened, sleep wakeup, waiting bit, wakeup waiting bit",0,Introduction to Operating Systems,0.0
56,"vmm, guest, vmms, guest guest, guest guest guest, guest vmm, balloon, host",0,Introduction to Operating Systems,0.0
57,"executable, header file, header, executable file, source file, object file, source, binary",9,File Systems and Storage Management,0.7575312657593908
58,"rpc, remote procedure, stub, procedure, remote, rpcs, client, client stub",15,Distributed File Systems,0.2295995486199535
59,"cylinder, head, arm, request cylinder, seek, rpm, rotate, request",0,Introduction to Operating Systems,0.0
60,"email, camera, email application, picture, camera application, composeactivity, app process, app",26,Case Study: Android Operating System,0.27829587937249717
61,"shell, command, command interpreter, interpreter, commandline, shell command, bash, commandline interface",28,System Calls and API,0.3439529944331668
62,"resource, thread request, resource thread, thread request resource, request resource, resource type, instance resource, thread",19,Security and Protection in Operating Systems,0.2251584008191223
63,"remote, remote file, ftp, client, remote file access, transfer file, transfer, transfer protocol",15,Distributed File Systems,0.5516673323014273
64,"nvm, nvm device, nonvolatile, flash, nonvolatile memory, storage, device, flash memory",11,I/O Systems and Device Management,0.47642982951775176
65,"backup, dump, incremental, restore, dumping, backup medium, incremental dump, backup program",3,Processes and Threads,0.38844063103835946
66,"link, symbolic link, symbolic, hard link, hard, linking, directory, link file",12,Mass Storage Structures,0.28313129489240263
67,"error, error condition, exception, error checking, reporting, error code, error reporting, status",0,Introduction to Operating Systems,0.0
68,"file system, filesystem, filesystem implementation, multiple file, system, multiple file system, implementation, virtual file",10,File System Implementation,0.7032727800248519
69,"scheduling algorithm, scheduling, algorithm, scheduler, algorithm schedule, schedule, different scheduling, circumstance scheduling",5,CPU Scheduling,0.8045379548073075
70,"client, server, client server, clientserver, web, clientserver model, web server, client client",17,Network Structures and Protocols,0.2331010120994602
71,"unix, unix system, unix system work, system work like, version unix, popularity, unix world, unix software",28,System Calls and API,0.3302082001191277
72,"module, kernel module, symbol, module loaded, kernel, loadable, loading, loaded",1,Operating System Structures and Components,0.30601423989217824
73,"line, esc, escape, line feed, character, escape sequence, carriage return, carriage",0,Introduction to Operating Systems,0.0
74,"sec, sec sec, sec study, sec operating, sec case, call sec, case sec, result sec",26,Case Study: Android Operating System,0.13949285888920693
75,"algorithm, set algorithm, algorithm algorithm, algorithm work, selecting algorithm, working set algorithm, optimal, working set",13,Distributed Systems and Networking,0.10363322271555278
76,"openfile table, openfile, table, quota, open, table file, systemwide, open file",9,File Systems and Storage Management,0.7575312657593908
77,"child, parent, wait, exit, wait child, parent process, child process, zombie",0,Introduction to Operating Systems,0.3135069244399154
78,"domain, domain domain, executing domain, process executing domain, object domain, process executing, right, access right",0,Introduction to Operating Systems,0.2839793498888717
79,"multicore, core, chip, multicore chip, multiprocessor, multicore system, multicores, manycore",28,System Calls and API,0.4164706882712118
80,"mode, kernel mode, user mode, mode kernel, mode kernel mode, privileged, user mode kernel, mode user mode",1,Operating System Structures and Components,0.4284199358490496
81,"matrix, access matrix, domain, accessmatrix, row, column, access, matrix object",19,Security and Protection in Operating Systems,0.3752640013652038
82,"mft, mft record, record, attribute, fit mft record, fit mft, mft entry, mft file",9,File Systems and Storage Management,0.7575312657593908
83,"priority, higher, scheduling, priority process, higher priority, process priority, lower priority, task assigned",5,CPU Scheduling,0.4345167276205253
84,"semaphore, mutex, mutex lock semaphore, lock semaphore, mutex lock, lock, semaphore mutex, mutexes",4,Process Synchronization,0.37419264922191636
85,"sequential, position, position file, read, current position, random access, read write, access file",9,File Systems and Storage Management,0.535655494979294
86,"binding, job, time, run time, job hour, short job, hour, shortest",23,Real-Time and Embedded Systems,0.45407439823841966
87,"file size, size, maximum size, file smaller, file, maximum, size file, maximum file",9,File Systems and Storage Management,0.7575312657593908
88,"hash, hash table, hash function, hashed, sha, table, hash value, entry hash",0,Introduction to Operating Systems,0.0
89,"priority, priority class, class, nice value, nice, priority inversion, inversion, normal",5,CPU Scheduling,0.2776435917374666
90,"synchronization, statei, synchronization primitive, java, synchronization mechanism, synchronization tool, primitive, traditional synchronization",4,Process Synchronization,0.30485779979355865
91,"page size, size, larger page, larger page size, page, size page, small page size, small page",8,Memory Management: Virtual Memory,0.2516794813284454
92,"page table, guest, shadow page, shadow, shadow page table, hypervisor, table, page",8,Memory Management: Virtual Memory,0.2516794813284454
93,"card, smart card, smart, credit, money, bank, account, telephone",0,Introduction to Operating Systems,0.0
94,"queue, ready queue, ready, process queue, queue process, tail, pcb, wait queue",0,Introduction to Operating Systems,0.3135069244399154
95,"lock, release lock, locking, try, clause, release, acquire, acquire lock",0,Introduction to Operating Systems,0.0
96,"touch, screen, finger, touch screen, multitouch, capacitive, resistive, finger screen",0,Introduction to Operating Systems,0.0
97,"struct, task struct, task, handle, handle handle, struct task, handle handle handle, handletable",23,Real-Time and Embedded Systems,0.2919429573966913
98,"android, google, google play, proprietary, development, platform, play, development android",26,Case Study: Android Operating System,0.5931698575100127
99,"assembly, assembly language, language, million, million line, line code, written assembly, compiler",0,Introduction to Operating Systems,0.0
100,"path, working directory, absolute, absolute path, path name, directory, relative path, relative",9,File Systems and Storage Management,0.08937544256418013
101,"exist, possibility, possibility exist, big deal, told friend, exist explain, told, true wait",0,Introduction to Operating Systems,0.0
102,"compression, compressed, deduplication, compression algorithm, ntfs, compress, uncompressed, file compression",9,File Systems and Storage Management,0.1736062322001146
103,"cloud, cloud computing, computing, docker, iaa, data center, amazon, software service",13,Distributed Systems and Networking,0.21237960002484307
104,"utilization, cpu utilization, utilization percent, percent, cpu, degree, cpu utilization percent, utilization cpu",2,Computer System Structures,0.32291510491316927
105,"termination, termination process, terminate, exit, terminate process, terminated, process termination, creation termination",0,Introduction to Operating Systems,0.3135069244399154
106,"slab, allocator, slab allocator, kernel memory, slab allocation, contiguous page, contiguous, physically contiguous",7,Memory Management: Early Systems,0.49506487442553065
107,"lock, lock byte, shared lock, exclusive, exclusive lock, lock file, locking, file lock",9,File Systems and Storage Management,0.64060334048261
108,"kernel, kernel kernel, kernel data structure, kernel data, kernel algorithm, kernel subsystem, course kernel, easier modify",1,Operating System Structures and Components,0.2965015776292105
109,"ibm, gate, ibms, kildall, ibm came, ibm ibm, microsoft, digital research",25,Case Study: Microsoft Windows Operating System,0.07500334635867288
110,"disk, hard disk, floppy, disk disk, hard, floppy disk, disk controller, drive",12,Mass Storage Structures,0.18371022427984357
111,"volume, partition, file system, storage, volume manager, multiple partition, multiple, storage device",9,File Systems and Storage Management,0.37218521457773635
112,"browser, web, web browser, web page, chrome, spreadsheet, url, website",8,Memory Management: Virtual Memory,0.2516794813284454
113,"uid, gid, uid gid, effective uid, effective, real uid, real, uid user",23,Real-Time and Embedded Systems,0.19836957314322276
114,"tree, directory, treestructured, treestructured directory, directory tree, hierarchical directory, subdirectory, twolevel directory",9,File Systems and Storage Management,0.08937544256418013
115,"burst, cpu burst, cpu burst time, cpu, burst time, completes cpu burst, completes cpu, burst burst",5,CPU Scheduling,0.31029012192645
116,"section section, section section section, section, shall section, shall section section, section shall section, section shall, shall",0,Introduction to Operating Systems,0.0
117,"paging, demand paging, demand, memory paging, swapping, memory, memory demand, coloring",8,Memory Management: Virtual Memory,0.5817668117049937
118,"capability, object capability, object, right, new capability, capability list, capability point, indirect object",0,Introduction to Operating Systems,0.0
119,"unix linux android, linux android, case study unix, study unix linux, study unix, android chap, linux android chap, unix linux",24,Case Study: The Linux Operating System,0.49529170943639045
120,"fig, fig fig, fig instead, look fig, fig fig fig, arrow fig, saw fig, arrow",10,File System Implementation,0.09302752760164179
121,"color, pixel, palette, color palette, image, blue, bit color, gif",0,Introduction to Operating Systems,0.0
122,"cdrom, iso, file cdrom, cdroms, volume descriptor, cdrom file, primary volume descriptor, primary volume",9,File Systems and Storage Management,0.7575312657593908
123,"activity, intent, activity manager, package, manager, application, android, manifest",26,Case Study: Android Operating System,0.6438654522291161
124,"right notice, right notice oper, notice oper, clearly right notice, clearly right, oper, clearly, notice",0,Introduction to Operating Systems,0.0
125,"message, receive, receive message, message process, process sends, message passing, sent, message receive message",14,Distributed Coordination and Communication,0.39699559183533023
126,"layer, layered, layer layer, software layer, layered approach, lowerlevel layer, layering, layer software",28,System Calls and API,0.3439529944331668
127,"disadvantage, advantage, advantage disadvantage, drawback, disadvantage advantage, advantage method, model advantage, benefit",17,Network Structures and Protocols,0.2331010120994602
128,"page table, inverted page table, inverted page, inverted, table, twolevel, table inverted, page table inverted",8,Memory Management: Virtual Memory,0.2516794813284454
129,"vfs, vnode, vfs layer, concrete file, layer, virtual file, concrete, rnode",9,File Systems and Storage Management,0.64060334048261
130,"page table, table, memory reference, page, pagetable entry, pagetable, memory table, table page",8,Memory Management: Virtual Memory,0.45489063552761777
131,"fragmentation, internal fragmentation, external fragmentation, internal, external, fragmentation problem, fragmentation external, fragmentation external fragmentation",0,Introduction to Operating Systems,0.0
132,"context switch, context, switch, contextswitch, number context, number context switch, contextswitch time, nonvoluntary",23,Real-Time and Embedded Systems,0.5205992294365145
133,"firewall, company computer, dmz, hardware firewall, lan, company, network firewall, connection",17,Network Structures and Protocols,0.4388465843509626
134,"systemd, child process, child, parent process, tree, process tree, process child, parent",0,Introduction to Operating Systems,0.3135069244399154
135,"dfs, clusterbased, dfs model, clusterbased dfs, naming, distributed, dfss, conventional",15,Distributed File Systems,0.36919591977816013
136,"privilege, ring, protection, principle privilege, principle, protected, process user resource, needtoknow",19,Security and Protection in Operating Systems,0.2890387954815229
137,"jvm, java, java program, java virtual, interpreter, java virtual machine, class, java interpreter",22,Virtualization and Hypervisors,0.4191928146423007
138,"systemcall, systemcall interface, interface, library, standard library, provides systemcall, provides systemcall interface, systemcall handler",28,System Calls and API,0.28618619025649916
139,"dlls, library, dynamic, linking, dynamic linking, dll, link library, loaded",0,Introduction to Operating Systems,0.0
140,"address space, space, address, virtual address space, virtual address, physical memory, address space process, virtual",8,Memory Management: Virtual Memory,0.4534213185473069
141,"mmu, physical address, address mmu, memory management unit, management unit, address, unit mmu, management unit mmu",0,Introduction to Operating Systems,0.47578861406734585
142,"shared file, file sharing, sharing, share file, sharing file, semantics, multiple user, share",9,File Systems and Storage Management,0.48798401930423635
143,"ntfs, ntfs file, file ntfs, metadata, ntquer, volume, ntfs volume, master file table",9,File Systems and Storage Management,0.7575312657593908
144,"failure, reliability, fault tolerance, tolerance, fault, fault tolerant, tolerant, self healing",6,Deadlocks and Deadlock Handling,0.10275594781425726
145,"paging, demand paging, demand, paging system, demandpaging, paging algorithm, performance demand paging, performance demand",8,Memory Management: Virtual Memory,0.314789398456724
146,"process memory, insufficient, memory, memory process, memory allocated process, memory allocated, memory time, insufficient memory",16,Distributed Shared Memory,0.5382416804232805
147,"intel, amd, architecture, chip, amd architecture, bit cpu, bit architecture, bit",2,Computer System Structures,0.37272939204674255
148,"limit register, base, base limit, limit, register, base limit register, relocation, base register",7,Memory Management: Early Systems,0.410189182978509
149,"clone, flag, new thread, clone clone, child task, flag passed clone, passed clone, flag passed",23,Real-Time and Embedded Systems,0.2919429573966913
150,"process equal, process equal process, equal process, process process, process consider, process consider consisting, consider consisting process, process described section",0,Introduction to Operating Systems,0.3135069244399154
151,"spinlocks, spinlock, spin, spin lock, lock, short duration, kernel preemption, duration",1,Operating System Structures and Components,0.30601423989217824
152,"wan, internet, network, widearea network, widearea, arpanet, lan, localarea network",17,Network Structures and Protocols,0.6963340764769544
153,"cpu memory, cpu, cpu cpu, local memory, cpu cpu cpu, interconnect, access local memory, memory cpu",2,Computer System Structures,0.4240325757501825
154,"registry, hive, configuration, hklm, configuration information, registry key, key, registry configuration",21,Security in Distributed Systems,0.28785005293973615
155,"read file, read, file read, write file, read write, file called standard, called standard, write",9,File Systems and Storage Management,0.7575312657593908
156,"time, time time, time time time, time figure, period, reference expected, time time figure, block time time",23,Real-Time and Embedded Systems,0.5205992294365145
157,"discus, section discus, approach discus, discus discus, discus relative merit, merit, discus pro, discus pro con",0,Introduction to Operating Systems,0.0
158,"swap, swap space, swapping, swapspace, raw partition, partition, support swapping, space",0,Introduction to Operating Systems,0.0
159,"rootkit, rootkits, sony, hide, rootkit hide, cd, operating application virtual, sony rootkit",22,Virtualization and Hypervisors,0.28101287846276607
160,"programmer, chief programmer, chief, team, project, software project, secretary, software development",28,System Calls and API,0.3439529944331668
161,"journaling, journaling file, ext, journal, logstructured, journaling file system, logstructured file, file system",9,File Systems and Storage Management,0.7172837635810967
162,"linked list, list, linked, list head, struct, struct color, head, color",0,Introduction to Operating Systems,0.0
163,"free software, opensource, gpl, opensource operating, opensource operating system, license, free, source code",28,System Calls and API,0.38989344984438296
164,"multiple processor system, processor system, multiple processor, processor system chap, system chap, chap multiple processor, chap multiple, processor",28,System Calls and API,0.19735991942794204
165,"mount, mounting, mounted, mount file, file mounting, mount point, mounting file, file mounted",9,File Systems and Storage Management,0.7575312657593908
166,"figure figure, figure figure figure, figure, figure prog figure, figure jim usrjim, figure figure jim, fat figure sec, figure figure bored",0,Introduction to Operating Systems,0.0
167,"virus, boot sector, vector, boot, memoryresident, memoryresident virus, sector, interrupt vector",27,System Boot and Initialization,0.3093420420457921
168,"feature, flexibility, principle, life imitating, imitating, modular, guiding, guiding principle",0,Introduction to Operating Systems,0.0
169,"address space, space, address space address, space address, space address space, address, virtual address space, us address",22,Virtualization and Hypervisors,0.42747337460493323
170,"tpm, pcr, bootloader, secure, trusted, hash, party, value pcr",21,Security in Distributed Systems,0.24983268572702977
171,"process thread, thread window, thread, process process, process thread window, thread section, thread process, window thread",0,Introduction to Operating Systems,0.3135069244399154
172,"fig, fig situation, shown fig situation, illustrated fig, shown fig, situation shown fig, situation shown, illustrated",0,Introduction to Operating Systems,0.0
173,"allocation, contiguous, linked allocation, linked, indexed, indexed allocation, contiguous linked, contiguous allocation",7,Memory Management: Early Systems,0.47970927657122725
174,"mount, mounted, remote directory, mounting, remote, client, directory, client mounted",15,Distributed File Systems,0.16235139778653954
175,"hypervisors, type hypervisors, type, type hypervisor, hypervisor, hypervisors type, type hypervisors type, hypervisors type hypervisors",22,Virtualization and Hypervisors,0.38355136660678163
176,"msdos, msdos file, old msdos, window msdos, version, msdos window, msdos directory entry, graphical environment",9,File Systems and Storage Management,0.39501495429356026
177,"critical region, region, critical, region process, critical region process, enters critical region, enters critical, enter",4,Process Synchronization,0.17124111437467082
178,"pthread, attr, pthread attr, scope, pthreads, attr attr, thread pthread, param",0,Introduction to Operating Systems,0.0
179,"reader, writer, reader writer, readerswriters problem, readerswriters, exclusive access, database, reader writer problem",19,Security and Protection in Operating Systems,0.3752640013652038
180,"security, security feature, window, security window, feature, window vista, vista, new security",20,System Security Measures,0.552890618992904
181,"hardware, hardware hardware, hardware support, hardware manufacturer, hardware computer, lowest level hardware, hardware different, hardware software",2,Computer System Structures,0.12730252772092987
182,"procedure, procedure call, posix procedure, local procedure, posix procedure call, local procedure call, posix, calling called",0,Introduction to Operating Systems,0.0
183,"applet, untrusted applet, sandbox, untrusted, trusted, web page, applet fetched, web",8,Memory Management: Virtual Memory,0.2516794813284454
184,"segment, segment segment, segment segment segment, segmentation, segment descriptor, segment register, descriptor, descriptor segment",8,Memory Management: Virtual Memory,0.3355726417712606
185,"accesscontrol, access list, access, default set, accesscontrol list, denied, access object, access control",19,Security and Protection in Operating Systems,0.4719175652798874
186,"pipe, named pipe, named, pipe named, pipe named pipe, ordinary pipe, communication, ordinary",13,Distributed Systems and Networking,0.27571074087072195
187,"pcie, bus, pci, hub, lane, pci bus, pcie slot, usb",0,Introduction to Operating Systems,0.0
188,"idle, cpu idle, idle time, cpu, go idle, idle process, idle thread, sat",5,CPU Scheduling,0.3403979440924629
189,"socket, socket created, socket descriptor, local socket, socket socket, bind, socket allow, connection",15,Distributed File Systems,0.07653318287331784
190,"roundrobin, roundrobin scheduling, scheduling, roundrobin scheduler, priority, quantum, priority scheduling, realtime roundrobin thread",5,CPU Scheduling,0.8105980051021537
191,"distributed system, distributed, network distributed, distributed operating, network distributed system, network, system, system distributed",13,Distributed Systems and Networking,0.5412448053182467
192,"dns, host, hostid, host network, domainname, naming, hostname, network number",17,Network Structures and Protocols,0.5934801037347878
193,"fiber, thread fiber, fiber fiber, fiber thread, process thread fiber, job process thread, job process, fiber created",0,Introduction to Operating Systems,0.3135069244399154
194,"race, race condition, condition, race condition possible, condition possible, prevent race, shared data, race condition occur",4,Process Synchronization,0.3727444533621745
195,"device independent, device, device independence, independence, new device, hardware device, independent, install new hardware",11,I/O Systems and Device Management,0.5890469081103055
196,"transfer rate, transfer, rate, streaming transfer, streaming, access latency, streaming transfer rate, transfer time",18,Distributed Multimedia Systems,0.29810116472540804
197,"frame, free frame, freeframe, freeframe list, page frame, free, old page, list",8,Memory Management: Virtual Memory,0.2516794813284454
198,"loaded memory, program loaded, program loaded memory, loader, program memory, loaded, load, loaded memory executed",16,Distributed Shared Memory,0.4113155236102279
199,"microkernel, microkernels, monolithic, microkernel approach, microkernel design, typical microkernel, based microkernel, modular",0,Introduction to Operating Systems,0.0
200,"fetch, instruction, decode, operand, fetch instruction, register, fetch instruction memory, execute unit",16,Distributed Shared Memory,0.5999442287408826
201,"timesharing, timesharing system, ct, generalpurpose timesharing, time sharing, tss, compatible timesharing, timesharing ct",23,Real-Time and Embedded Systems,0.3379785639046988
202,"average, waiting time, average waiting, average waiting time, turnaround, turnaround time, wait millisecond, waiting",23,Real-Time and Embedded Systems,0.5205992294365145
203,"standby, standby list, modified, modified list, list, page modified, dirty, clean",8,Memory Management: Virtual Memory,0.2516794813284454
204,"client, collaborator, remote machine, ssh, server, server process, remote, remotely",15,Distributed File Systems,0.1945669489997294
205,"mailbox, message mailbox, mailbox process, mailbox mailbox, message, receive message mailbox, receive message, receive",14,Distributed Coordination and Communication,0.34927952549757973
206,"address space, virtual address space, virtual address, space, address, process virtual address, exec, process virtual",22,Virtualization and Hypervisors,0.3936400681232615
207,"keyboard, mouse, printer, device, disk printer, device keyboard, usb, device disk",11,I/O Systems and Device Management,0.5170547087083905
208,"storage, san, na, networkattached, networkattached storage, hostattached storage, hostattached, storage network",12,Mass Storage Structures,0.5247625866508566
209,"parameter, parameter self, parameter self explanatory, explanatory, self explanatory, passed parameter, function passed parameter, function",0,Introduction to Operating Systems,0.0
210,"scheme, scheme shown, scheme shown figure, shown figure scheme, needed scheme, figure scheme, scheme needed scheme, variant scheme",0,Introduction to Operating Systems,0.0
211,"authentication, authenticated, login, user authenticated, authenticated login, user authentication, authentication method, authenticate",19,Security and Protection in Operating Systems,0.37350029081008546
212,"parity, parity block, parity bit, drive, bad, bad block, bit, stored parity",9,File Systems and Storage Management,0.07968814686328679
213,"binary translation, translation, binary, translated, implementation binary translation, implementation binary, dynamic binary translation, dynamic binary",10,File System Implementation,0.37211011040656716
214,"inactive list, inactive, active list, rear, active, list, referenced, list referenced",0,Introduction to Operating Systems,0.0
215,"philosopher, eating, eat, philosopher number, fork, thinking, left fork, dining",0,Introduction to Operating Systems,0.0
216,"monitor, reference monitor, reference, call monitor, monitor concept, monitor monitor, monitor procedure, applet",8,Memory Management: Virtual Memory,0.1677863208856303
217,"diskscheduling algorithm, diskscheduling, diskhead, seek, hdd, movement, disk, disk seek",12,Mass Storage Structures,0.08299181974066741
218,"shared memory, message passing, passing, shared, message, memory message, communication, interprocess communication",14,Distributed Coordination and Communication,0.5153008397285294
219,"figure program, program shown figure, program shown, figure program shown, shown figure program, shown figure, figure, shown",3,Processes and Threads,0.38844063103835946
220,"snapshot, snapshot taken, root inode, new snapshot, wafl, point time, taken, root inode block",23,Real-Time and Embedded Systems,0.5205992294365145
221,"communication, interprocess communication, interprocess, communication process, interprocess communication process, communication network, process executing, approach interprocess",14,Distributed Coordination and Communication,0.32320238078754115
222,"binder, ipc, binderproxy, parcel, binder ipc, iexample, binder object, binderb",0,Introduction to Operating Systems,0.0
223,"storage, secondary, secondary storage, storage device management, storage structure, tertiary storage, tertiary, device management",12,Mass Storage Structures,0.42918140561345186
224,"value, value value, hexadecimal, factor, perfect, number given hexadecimal, sum factor, given hexadecimal",0,Introduction to Operating Systems,0.0
225,"scheduler, thread run, thread scheduler, thread, decides thread, scheduler thread, pick thread, thread scheduling",5,CPU Scheduling,0.5354185266767734
226,"thread chap, process thread chap, thread chap process, chap process, chap process thread, process thread, chap, thread",0,Introduction to Operating Systems,0.3135069244399154
227,"performance, impact, impact use, factor performance, performance approach, overhead, performance performance, impact performance",29,Operating System Performance Monitoring and Tuning,0.5572774015225809
228,"section, section look, section described, section described section, described section, following section, look, following section described",10,File System Implementation,0.09302752760164179
229,"token, sid, sids, access token, represented token, privilege, user sid, token object",19,Security and Protection in Operating Systems,0.24581934508162734
230,"preemptive, running kernel, nonpreemptive, nonpreemptive kernel, kernel, running kernel mode, preemptive kernel, preemption",1,Operating System Structures and Components,0.30601423989217824
231,"frame, frame process, minimum number frame, minimum number, allocation frame, number frame, workingset, allocate frame",0,Introduction to Operating Systems,0.32361420538531294
232,"sector, sector track, track, cylinder, zone, number sector, disk cylinder, outer",12,Mass Storage Structures,0.08299181974066741
233,"segment, text, stack, text segment, stack segment, data segment, data stack, heap",10,File System Implementation,0.24749484657848977
234,"locality, locality reference, locality model, exhibit, locality locality, working set, reference, working",17,Network Structures and Protocols,0.2331010120994602
