bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
17,"protocol, new protocol, protocol protocol, protocol work, protocol simple, protocol handle, problem protocol, use protocol, network protocol, protocol word",14,VLANs (Virtual LANs),0.159243822
18,"satellite, earth, communication satellite, orbit, communication, altitude, ground, orbit satellite, leo, satellite satellite",0,Introduction to Computer Networks,0.291681385
19,"reliable, reliable data, data transfer, reliable data transfer, transfer, service, provides reliable, unreliable, delivery, data transfer service",16,Quality of Service (QoS),0.262339532
20,"important, detail, subtle, subtle important, simplicity, distinction, practice, important subtlety, practice important, unfortunately",0,Introduction to Computer Networks,0
21,"rfid, tag, reader, rfid tag, rfid reader, epc, backscatter, identifier, reader tag, gen",0,Introduction to Computer Networks,0
22,"mbps, gbps, mbps link, rate mbps, mbps mbps, rate, link, link mbps, oc, data rate",13,Network Routing and Switching,0.315448384
23,"cdn, cdn node, cdns, cluster, content, sydney, cdn server, akamai, node, ldns",2,Network Topologies and Architectures,0.103543084
24,"sip, invite, invite message, registrar, sip message, proxy, bob, yes, sends invite message, sip device",0,Introduction to Computer Networks,0
25,"header, header line, line, response, request message, http, message, response message, mime, http message",0,Introduction to Computer Networks,0
26,"datagram, datagrams, ipv datagram, datagram host, ipv, destination, ip datagram, send datagram, nat router, ip",5,TCP/IP Protocol Suite,0.466502386
27,"bucket, token, token bucket, leaky, leaky bucket, water, burst, rate, policer, bucket policer",0,Introduction to Computer Networks,0
28,"ethernet, classic ethernet, ethernet ethernet, classic, switched ethernet, switched, fddi, ethernet card, lan, technology",8,Ethernet and LAN Technologies,0.48701597
29,"udp, tcp udp, udp tcp, protocol udp, connectionless, transport protocol, transport protocol udp, transport, udp internet, tcp",5,TCP/IP Protocol Suite,0.297514792
30,"mpeg, compression, video, audio, mp, video compression, compress, quality, mpeg standard, mpeg mpeg",16,Quality of Service (QoS),0.223450066
31,"rfc, rfcs, defined rfc, rfc rfc, described rfc, defined, described, rfc rfc rfc, described rfcs, implementation",19,Software-Defined Networking (SDN),0.478414549
32,"subnet, subnets, subnet address, mask, subnet mask, prefix, support interface, address form, interface, interface subnet",0,Introduction to Computer Networks,0
33,"output port, port, input port, fabric, output, input, switching fabric, switching, port output port, port output",13,Network Routing and Switching,0.645213168
34,"ip address, ip, address, ip addressing, host ip address, host ip, host, address ip, host network, ip address ip",5,TCP/IP Protocol Suite,0.459179623
35,"firewall, filter, stateful, packet filter, control list, access control list, organization, rule, access control, stateful filter",19,Software-Defined Networking (SDN),0.274594552
36,"ssl, ssl record, record, tl, version ssl, ssl protocol, socket layer, ure, layer ssl, almostssl",4,Network Layers and the OSI Model,0.148049158
37,"key, bob, alice, public key, public, bob public, bob public key, session key, private key, encrypted",12,VPN (Virtual Private Network),0.147299702
38,"signature, digital signature, signed, digital, hash, document, private key, signed document, key, verifiable",12,VPN (Virtual Private Network),0.182963613
39,"parity, error, bit error, parity bit, bit, single bit error, single bit, row, detect, error occurred",20,Network Virtualization,0.139513709
40,"web, site, world wide web, wide web, search, world wide, popular, unpopular, netscape, world",0,Introduction to Computer Networks,0.11319699
41,"urity, web urity, url, urity urity, uris, urity problem, issue, uniform resource, urity web urity, internet urity",5,TCP/IP Protocol Suite,0.404643333
42,"multicast, group, multicasting, anycast, multicast routing, tree, member, multicast address, spanning tree, multicast spanning tree",13,Network Routing and Switching,0.387127901
43,"university, engineering, science, professor, mit, electrical engineering, inspired, professionally, inspired professionally, phd",0,Introduction to Computer Networks,0
44,"skype, voice, video, conference, voice video, conversational, conferencing, video conference, call, voip",0,Introduction to Computer Networks,0
45,"radio, microwave, interference, antenna, range, radio wave, range radio, microwave oven, oven, wave",0,Introduction to Computer Networks,0
46,"arp, arp query, arp table, mac address, mac, address arp, arp module, arp packet, arp cache, address",0,Introduction to Computer Networks,0
47,"congestion, congestion control, control, congestion control algorithm, control algorithm, congestion network, multiplicative, additive, decrease, congestion control mechanism",19,Software-Defined Networking (SDN),0.339675941
48,"congestion window, window, slow start, slow, congestion, cwnd, window size, ms, start, threshold",0,Introduction to Computer Networks,0
49,"data link, data link layer, link layer, frame, layer, link, network layer, frame arrives, linklayer, layer frame",4,Network Layers and the OSI Model,0.15903001
50,"data center, center, data, data center network, center network, cloud, google, container, greenberg, internet data center",13,Network Routing and Switching,0.2820801
51,"network layer network, layer network layer, layer network, network layer, layer, network, network network layer, network network, task, layer layer",4,Network Layers and the OSI Model,0.219694895
52,"fragment, fragmentation, reassembly, fragment fragment, offset, fragmentation reassembly, packet fragment, fragment packet, multiple fragment, offset field",20,Network Virtualization,0.139513709
53,"cdma, cdma code, code division, code division multiple, division multiple access, division multiple, code, umts, division, access cdma",20,Network Virtualization,0.120114568
54,"playout, video, block, freezing, client, consumption rate, prefetching, begin playout, consumption, continuous playout",2,Network Topologies and Architectures,0.103543084
55,"html, style, title, sheet, style sheet, tag, text, br, href, head",0,Introduction to Computer Networks,0
56,"service, transport, transport service, layer, layer service, transport layer, network layer, layer provides, service layer, service network",16,Quality of Service (QoS),0.268780179
57,"successor, node, finger, finger table, predecessor, node identifier, successor node, identifier, circle, node node",0,Introduction to Computer Networks,0
58,"section section, section section section, section, noted section additional, section shortly, section value, contains helpful record, different section section, contains helpful, section want review",2,Network Topologies and Architectures,0.103543084
59,"distance vector, neighbor, vector, distance, dv, distancevector, dv algorithm, update, node, new distance vector",0,Introduction to Computer Networks,0
60,"rtp, rtsp, rtcp, rtp packet, udp, rtp header, protocol rtp, real time, rtsp command, rtp rtp",5,TCP/IP Protocol Suite,0.125577329
61,"frame, frame length, column, us column, frame frame, format data, sonet frame, frame format, frame shown, vt us",13,Network Routing and Switching,0.315448384
62,"fdm, multiplexing, division, division multiplexing, frequency division, tdm, frequency division multiplexing, ofdm, frequency, fdm tdm",0,Introduction to Computer Networks,0
63,"blah, iv blah blah, iv blah, fine iv blah, fine iv, blah mod, blah blah mod, blah blah, fine, iv",0,Introduction to Computer Networks,0
64,"technology, industry, growth, innovation, company, technical, history, economic, century, economic growth",0,Introduction to Computer Networks,0.357189105
65,"example figure, figure, figure example figure, figure example, example figure example, figure consider, example, refer figure, figure refer, refer",2,Network Topologies and Architectures,0.103543084
66,"snr, modulation, noise, ratio, qam, ber, noise ratio, db, signal noise ratio, signal noise",0,Introduction to Computer Networks,0
67,"certificate, ca, revoked, ra, root, revocation, approved, certificate revoked, revoked certificate, ca ca",0,Introduction to Computer Networks,0
68,"header, ip header, ipv, ipv header, field, header field, option, header ipv, option field, field ip",5,TCP/IP Protocol Suite,0.466502386
69,"wireless, wireless network, wireless link, network wireless, wireless network wireless, type wireless network, wifi, type wireless, wireless hop, wireless communication",9,Wireless Networking,0.659345779
70,"clock, get sends, sends get sends, sends get, get sends get, tick, get, clock tick, current time, counter",0,Introduction to Computer Networks,0
71,"network network, network network network, network, cw net, cw, ee network, consider network shown, consider network, net, class network",19,Software-Defined Networking (SDN),0.293820391
72,"transportlayer segment, transportlayer, segment, transport layer, layer, network layer, segment transport, datagram, datagrams, transport",14,VLANs (Virtual LANs),0.138222244
73,"window, window size, sliding window, sliding, size, sliding window protocol, window protocol, receiver window, sender, receiver",0,Introduction to Computer Networks,0
74,"ipv, ipv ipv, ipv address, ip version, version ip, ipv bit, ipv protocol, adoption, bit ipv, version",5,TCP/IP Protocol Suite,0.466502386
75,"bgp, ebgp, ibgp, gateway, gateway router, bgp routing, gateway protocol, ebgp connection, ibgp connection, policy",13,Network Routing and Switching,0.387127901
76,"bank, credit, credit card, card, credit card number, card number, account, customer, gold, money",0,Introduction to Computer Networks,0
77,"ospf, routing, routing protocol, linkstate, ospf routing, protocol ospf, routing algorithm, weight, link weight, ospf bgp",13,Network Routing and Switching,0.387127901
78,"lan, lan lan, lan lan lan, lan figure, building, switched lan, soho, lan host, single, switched lan figure",8,Ethernet and LAN Technologies,0.626185903
79,"mobile, mobile host, mobile ip, mobile node, indirect, foreign network, indirect routing, foreign, correspondent, routing mobile",13,Network Routing and Switching,0.365695141
80,"application layer, layer application, application layer application, layer application layer, application, layer, application layer contains, network layer application, layer contains, layer proceeding",4,Network Layers and the OSI Model,0.15598454
81,"propagation, propagation delay, delay, propagation speed, transmission delay, speed, transmission, packet length, transmission rate, distance router",3,Network Devices and Hardware,0.122449083
82,"standard, international, standardization, iso, international standard, standard standard, itu, standard organization, organization, wear",0,Introduction to Computer Networks,0
83,"collision, detect collision, collide, node, collision node, colliding, involved collision, detects collision, slot, detect",0,Introduction to Computer Networks,0
84,"figure figure, figure figure figure, figure, figure let figure, figure iv figure, figure figure nonetheless, figure figure let, figure figure iv, figure nonetheless figure, figure iv",0,Introduction to Computer Networks,0
85,"transport layer, transport layer transport, layer transport, transport, layer transport layer, layer, transfer person, bag accomplished, layer transfer person, layer transfer",4,Network Layers and the OSI Model,0.148049158
86,"delay, average, estimate, average delay, internet delay, delay delay, delay let, total delay, total, estimate average",5,TCP/IP Protocol Suite,0.404643333
87,"network urity, urity, urity network, urity network urity, network urity network, network, casual network urity, making network ure, casual network, ure",19,Software-Defined Networking (SDN),0.293820391
88,"network fig, network shown, graph, network figure, consider network, figure, fig, wan, consider, network shown figure",19,Software-Defined Networking (SDN),0.293820391
89,"send packet, packet, packet sends packet, packet sends, sends packet sends, sends packet, send, sending packet, packet host, description packet format",0,Introduction to Computer Networks,0
90,"netflix, cdn, video, kankan, amazon, movie, streaming, amazon cloud, netflix video, netflix youtube",17,Cloud Computing and Networking,0.665093103
91,"figure shown figure, figure shown, shown figure shown, shown figure, shown, figure, indicated figure shown, manner shown figure, manner shown, instead shown figure",0,Introduction to Computer Networks,0
92,"xor, mod, arithmetic, modulo, remainder, modular arithmetic, fi, modular, pseudorandom sequence, pseudorandom",9,Wireless Networking,0.42052974
93,"rtt, rtts, congestion window, increase, ms rtt, time rtt, window, ms, wrtt, rtt congestion",0,Introduction to Computer Networks,0
94,"rdt, protocol rdt, rdt protocol, rdtsend, rdtsenddata, data transfer, reliable data transfer, reliable data, rdtrcv, reliable",13,Network Routing and Switching,0.315448384
95,"lost, duplicate, lost packet, packet lost, duplicate packet, packet, delayed, delayed duplicate, rtt packet, client lost",2,Network Topologies and Architectures,0.103543084
96,"streaming, medium, stored, video, stored medium, streaming stored, http streaming, streaming stored medium, live, streaming video",0,Introduction to Computer Networks,0
97,"bluetooth, bluetooth bluetooth, bluetooth protocol, bluetooth network, radio layer, bluetooth device, device, slave, master, version bluetooth",9,Wireless Networking,0.103934767
98,"dhcp, dhcp server, dhcp discover, dhcp client, lease, discover message, discover, dhcp request message, address dhcp, ip address",5,TCP/IP Protocol Suite,0.216962907
99,"mpls, mpls header, mpls network, ip packet, ip, network mpls, mplscapable, ip device, header, router mpls",5,TCP/IP Protocol Suite,0.442918641
100,"bittorrent, torrent, peer, tracker, cohen, swarm, chunk, peer peer, chunk peer, file distribution",2,Network Topologies and Architectures,0.207086167
101,"nonpersistent, persistent, persistent connection, parallel, request, connection, nonpersistent http, http, parallel connection, nonpersistent connection",0,Introduction to Computer Networks,0
102,"vlan, vlans, vlan aware, switch, vlan switch, aware, port, port belong, switch port, trunk",14,VLANs (Virtual LANs),0.210143967
103,"flag, flag byte, stuffing, byte, bit stuffing, byte stuffing, escape byte, escape, byte flag, byte flag byte",0,Introduction to Computer Networks,0
104,"ap, aps, wireless device, beacon, beacon frame, associate, device, wireless, association, ssid",9,Wireless Networking,0.652225229
105,"wfq, priority, robin, round robin, queueing, queue, class, weighted fair, discipline, weighted",0,Introduction to Computer Networks,0
106,"year, tom, tenure, government, wilson, candidate, tenure year, tom wilson, year wilson, wilson candidate",0,Introduction to Computer Networks,0
107,"flow, bandwidth, fairness, max min, min, allocation, bandwidth flow, bandwidth reserved, flow flow, max",6,IP Addressing and Subnetting,0.115404396
108,"al, et al, et, clark, et al example, al example, saltzer et, saltzer et al, saltzer, al information",0,Introduction to Computer Networks,0
109,"algorithm, nagle, converge, offered reward break, red algorithm, offered reward, right point, sophisticated algorithm, reward break, red",0,Introduction to Computer Networks,0
110,"ipsec, ipsec datagram, datagram, esp, sa, esp protocol, headquarters, payload, entity, payload ipsec",0,Introduction to Computer Networks,0
111,"hamming, code, convolutional, reed, solomon, reed solomon, convolutional code, error, hamming distance, solomon code",0,Introduction to Computer Networks,0
112,"port, port number, port reserved, number, reserved, port port, server port, server port number, called port, inetd",2,Network Topologies and Architectures,0.103543084
113,"cookie, amazon, susans, cookie header, susan, cart, cookie containing, identification number, setcookie, cookie file",0,Introduction to Computer Networks,0
114,"solution, problem, solve, problem problem, previous problem, problem interesting, solution consider, solution solution, solution chosen, problem approach",0,Introduction to Computer Networks,0
115,"nat, nat box, box, translation, address translation, address, ip address, problem nat, host nat, nats",5,TCP/IP Protocol Suite,0.466502386
116,"voip, voice ip, voice, voip application, voip example, peer peer traffic, peer traffic, voice ip packet, application voip, traffic voip",16,Quality of Service (QoS),0.420646148
117,"address, address space, address address, space, postal address, address field, postal, addressing, careof address, careof",6,IP Addressing and Subnetting,0.57702198
118,"virtual circuit, virtual, circuit, virtual circuit network, circuit network, circuit set, vc, network virtual circuit, circuit number, datagram network",20,Network Virtualization,0.45518581
119,"segment, lost segment, segment arrive, suppose segment, segment lost, lost, segment segment, segment contains, segment acknowledgment, segment acknowledged",14,VLANs (Virtual LANs),0.166133393
120,"sequence number, sequence, bit sequence number, number, bit sequence, sequence number field, number field, range sequence number, range sequence, field",0,Introduction to Computer Networks,0
121,"bandwidth, network bandwidth, bandwidth efficiently, higher class, version want watch, watch function, bandwidth approach, current available, function current available, current available bandwidth",19,Software-Defined Networking (SDN),0.293820391
122,"queuing delay, queuing, delay, queueing, queue, queueing delay, arrival rate, queuing delay packet, arrival, traffic intensity",16,Quality of Service (QoS),0.630315033
123,"alice isp, alice, isp, bob, bob ip address, bob ip, ip address, dns, server alice, trudy",5,TCP/IP Protocol Suite,0.393904985
124,"service, class service, besteffort, class, besteffort service, type service, differentiated service, differentiated, different class, service class",16,Quality of Service (QoS),0.439201458
125,"checksum, sum, complement, internet checksum, complement sum, checksum algorithm, complement arithmetic, computed, checksum computed, one complement",5,TCP/IP Protocol Suite,0.404643333
126,"rsa, rsa algorithm, algorithm, public key, rsa work, public, key algorithm, public key algorithm, key cryptography, key",13,Network Routing and Switching,0.109060931
127,"faster, efficiency, performance, improve performance, improve performance improve, performance improve, fixed determine, performance improve performance, determine efficiency, massively",23,Network Performance Optimization,0.73222505
128,"csma, csma cd, cd, collision, csma collision, csma ca, persistent csma, persistent, csma cd protocol, csma cd algorithm",0,Introduction to Computer Networks,0
129,"source port, port, port number, source port number, source, destination port, destination port number, nmap, source destination port, ip address port",5,TCP/IP Protocol Suite,0.466502386
130,"physical layer, physical, layer physical layer, layer physical, physical layer physical, layer, link layer physical, layer machine, applied, framing",2,Network Topologies and Architectures,0.224941172
131,"router, router router, natenabled, natenabled router, router gateway, free zone, cost router router, default free zone, router router cost, cost router",0,Introduction to Computer Networks,0
132,"access control sublayer, control sublayer, medium access control, medium access, sublayer, access control, control sublayer medium, sublayer medium, sublayer medium access, medium",19,Software-Defined Networking (SDN),0.238691915
133,"congestion control, tcp congestion control, congestion, tcp congestion, control, congestion control tcp, tcp, control tcp, tcp implement, avoidance fast",1,Network Models and Protocols,0.288596987
134,"quantization, sample, quantized, dct, bit sample, coefficient, sampling, analog, signal sampled, analog audio",0,Introduction to Computer Networks,0
135,"data link, data link layer, link layer data, link layer, layer data link, layer data, link, layer, data, data link network",13,Network Routing and Switching,0.18527614
136,"sequence number, initial sequence number, initial sequence, sequence, initial, number, segment, sequence number field, tcp sequence, segment containing",1,Network Models and Protocols,0.160489667
137,"wireless lan, lan, wireless, ieee, standard wireless lan, lan wireless lan, standard wireless, lan wireless, ieee wireless, wireless lan standard",9,Wireless Networking,0.464132759
138,"http, http protocol, hypertext transfer protocol, hypertext transfer, protocol http, http hypertext transfer, web, http hypertext, hypertext, transfer protocol",0,Introduction to Computer Networks,0
139,"flow table, flow table entry, table, flow, table entry, entry, action, controller, match, matchplusaction",0,Introduction to Computer Networks,0
140,"stack, protocol stack, protocol, layer protocol stack, stack protocol, protocol stack protocol, layer protocol, protocol protocol stack, stack layer, architecture protocol stack",4,Network Layers and the OSI Model,0.142984009
141,"acknowledgement, acknowledgement frame, frame, frame received, frame acknowledgement, piggybacked acknowledgement, received acknowledged, lost, frame get, bearing",0,Introduction to Computer Networks,0
142,"routing algorithm, routing, algorithm, way classify routing, way classify, classify routing algorithm, routing algorithm according, algorithm according, classify routing, centralized routing",13,Network Routing and Switching,0.387127901
143,"urity, encryption, encrypted, encrypt, urity mechanism, network urity, ure, end end, layer encryption, encryption urity mechanism",22,Wireless Security,0.298325601
144,"jitter, called jitter, network jitter, delay jitter, high jitter, networkinduced, low jitter, delay, networkinduced packet, reduce jitter",16,Quality of Service (QoS),0.134349506
145,"base station, base, station, cell, cell base, cell base station, mobile, base transceiver station, base transceiver, transceiver station",0,Introduction to Computer Networks,0
146,"php, javascript, script, cgi, language, vbscript, jsp, php script, html, cgi script",0,Introduction to Computer Networks,0
147,"prefix, longest, matching, longest prefix, longest matching, matching prefix, longest prefix matching, longest matching prefix, prefix matching, forwarding table",13,Network Routing and Switching,0.228731535
148,"step, figure step, shown step, step step, step shown, step figure, step illustrated figure, illustrated figure step, step illustrated, shown figure step",0,Introduction to Computer Networks,0
149,"hub, hub switch, switch, switch hub, hub hub, repeater hub, repeater, pair hub, router gateway, twisted pair",0,Introduction to Computer Networks,0
150,"buffer, buffer size, buffering, buffer management, sized buffer, size, sized, variable sized buffer, large circular, circular buffer",15,Network Management and Troubleshooting,0.521427911
151,"authentication server, authentication, ap, wireless client, protocol ap, authentication protocol ap, ap authentication, access point, eap, client ap",9,Wireless Networking,0.22550031
152,"release, released, connection, connection released, releasing connection, releasing, release connection, disconnect, symmetric release, symmetric",0,Introduction to Computer Networks,0
153,"applet, activex, java, activex control, java applet, jvm, interpreter, applet interpreted, applet trusted, javascript",19,Software-Defined Networking (SDN),0.318943033
154,"telnet, telnet session, telnet connection, gateway, external host, internal user, application gateway, character, initiate telnet, remote",12,VPN (Virtual Private Network),0.136373025
155,"cellular, cellular network, lte, network architecture, gsm, architecture, lte long, term evolution, long term evolution, lte long term",2,Network Topologies and Architectures,0.243283281
156,"ieee, acm, standard ieee, ieee ieee, ieee standard, standard, ieee acm, aspect ieee, ieee standard ieee, approved ieee",0,Introduction to Computer Networks,0
157,"icmp, icmp message, ping, echo, icmp message type, ccmp, icmp echo, use icmp, message type, icmp ping",5,TCP/IP Protocol Suite,0.124229398
158,"arpanet, arpa, robert, research, project, connected arpanet, original arpanet, dod, arpanet design, arpanet early",21,Network Design and Planning,0.627951385
159,"sender, sends message, sends message sends, message sends message, message, deliver message, message sends, message deliver, example want send, example want",0,Introduction to Computer Networks,0
160,"qos, guarantee, qos guarantee, flow, resource, qos requirement, admission, perconnection qos, requirement, quality service",16,Quality of Service (QoS),0.382323309
161,"book, chapter, author, reference, edney, interchangeably, encourage, term, use term, reader",14,VLANs (Virtual LANs),0.147237951
162,"cost, link cost, cost change, link, link cost change, dyx, cost link, link cost increase, cost increase, higher cost",0,Introduction to Computer Networks,0
163,"virus, malware, worm, malicious, infect, selfreplicating, virus worm, attachment, mobile code, executable",0,Introduction to Computer Networks,0
164,"msc, anchor msc, visited, anchor, visited msc, mobile, msc visited, home msc, msc anchor, msc anchor msc",0,Introduction to Computer Networks,0
165,"queue, queued, queue packet, transmission packet, packet, packet queue, transmitted, packet transmitted, end queue, packet currently transmitted",1,Network Models and Protocols,0.106009468
166,"checksum, pseudoheader, udp, header, internet checksum, checksum computed, computed, header checksum, udp checksum, checksum header",5,TCP/IP Protocol Suite,0.267664335
167,"tree, spanning tree, spanning, sink, sink tree, group, pruned, tree router, spanning tree use, spanning tree leftmost",14,VLANs (Virtual LANs),0.147237951
168,"forwarding table, forwarding, table, router forwarding table, router forwarding, forwarding table router, table router, link interface, entry, router",13,Network Routing and Switching,0.228731535
169,"syn, syn segment, segment, syn flood, segment client, client tcp, flood, tcp, special tcp segment, special tcp",1,Network Models and Protocols,0.246080646
170,"traceroute, traceroute program, traceroutes, trace, program, www traceroute, trace route, traceroute org, traceroute source, www traceroute org",0,Introduction to Computer Networks,0
171,"dtn, bundle, dtn node, dtns, bundle dtn node, bundle dtn, dtn architecture, storage, collection point, working",2,Network Topologies and Architectures,0.333643172
172,"sequence number, sequence, packet sequence, packet sequence number, number, packet sent, duplicate, sent packet sequence, nextseqnum, packet",0,Introduction to Computer Networks,0
173,"request, request reply, response, response message, reply, http, http response message, backtoback, client, request message",2,Network Topologies and Architectures,0.103543084
174,"snmp, managing, managing server, managed device, snmpv, managed, mib, pdu, network management, simple network management",15,Network Management and Troubleshooting,0.34376445
175,"tion, tions, following tions, tion look, tion tion, later tion, look, following, tion study, examine",0,Introduction to Computer Networks,0
176,"transportlayer protocol, transport protocol, transportlayer, transport, protocol provides, protocol, provides logical, element transport protocol, element transport, transport layer",2,Network Topologies and Architectures,0.292864066
177,"mobile web, mobile, web, mobile device, desktop, device, content, smartphone, mobile web content, mobile web web",0,Introduction to Computer Networks,0
178,"interconnected, collection, network network, internet, internetworks, internetwork, connected internet, internet connected, structure, connected",5,TCP/IP Protocol Suite,0.38704614
179,"section recall, recall, recall section, recall section recall, section recall section, section, recall discussion, section recall discussion, figure recall, figure recall section",0,Introduction to Computer Networks,0
180,"switching, circuit switching, packet switching, circuit, switching packet, switching packet switching, circuit switching packet, switching circuit switching, switching circuit, packet switching versus",13,Network Routing and Switching,0.645213168
181,"pixel, color, image, rgb, pixel pixel, bit pixel, eye, green, green blue, red green",0,Introduction to Computer Networks,0
182,"channel, signaling, channel allocation, signaling channel, allocation, use channel, allocation problem, single channel, channel channel, characteristic broadcast",6,IP Addressing and Subnetting,0.105420292
183,"udpclient, py, serverport, clientsocket, serversocket, socket, udpserver, bind, udpclient py, tcpclient",0,Introduction to Computer Networks,0
184,"gigabit, gigabit ethernet, ethernet, fast ethernet, mbps, fast, ethernet standard, compatibility, base ethernet, installed base",8,Ethernet and LAN Technologies,0.377585426
185,"ct, rts, rts ct, ct frame, rts ct frame, rts frame, frame, frame rts, frame rts ct, ack frame",0,Introduction to Computer Networks,0
186,"timer, tick, timer expires, reset, expire, timer set, expires, timer management, list, expiration",15,Network Management and Troubleshooting,0.327109715
187,"table, column table, column, note table, shown table, lookup, table shown table, numbered starting, table arrow, second column table",0,Introduction to Computer Networks,0
188,"input bit, output bit, bit output, output, bit, input, bit input, mapped, group bit, bit output bit",0,Introduction to Computer Networks,0
189,"client server, client, client code, clientserver application, look client, code client, client server model, client server program, server model, code",2,Network Topologies and Architectures,0.137977037
190,"tunnel, tunneling, ipv, paris, london, multiprotocol router, multiprotocol, ipv packet, router ipv, paris london",0,Introduction to Computer Networks,0
191,"ppp, aal, ppp frame, sonet, protocol ppp, hdlc, pointtopoint, frame format, payload, ppp framing",0,Introduction to Computer Networks,0
192,"crc, crc code, polynomial, cyclic redundancy check, redundancy check, cyclic redundancy, cyclic, crc byte, standard crc, crc bit",0,Introduction to Computer Networks,0
193,"vpn, private network, virtual private, virtual private network, vpns, private, virtual, public internet, vpns virtual private, vpns virtual",12,VPN (Virtual Private Network),0.490866154
194,"procedure, stub, server procedure, remote procedure, client stub, procedure client, server stub, called procedure, remote, calling",2,Network Topologies and Architectures,0.119561254
195,"tcp sender, loss, rate, congestion, loss rate, packet loss, tcp, sender, congestion path, sender decrease",1,Network Models and Protocols,0.396137741
196,"switch, linklayer switch, packet switch, linklayer, router linklayer switch, router linklayer, switch router, implement layer, tier switch, router",4,Network Layers and the OSI Model,0.148049158
197,"country, france, boston ma, sept, white plain, ma, florida, state state, boston, plain",0,Introduction to Computer Networks,0
198,"station, suppose station, numbered station, transmitting station, hearreceive, station transmitting station, transmits hearreceive, transmitting, numbered, station transmitting",0,Introduction to Computer Networks,0
199,"bridge, frame port, port, port bridge, frame bridge, frame, bridge frame, frame sent port, frame port output, output port bridge",0,Introduction to Computer Networks,0
200,"timeout, timeouts, timeout interval, timeout event, timeoutinterval, interval, event, interval timeout, timeout interval timeout, interval timeout event",0,Introduction to Computer Networks,0
201,"playout, playout delay, talk spurt, spurt, playout time, packet talk spurt, packet talk, scheduled playout, scheduled playout time, talk",0,Introduction to Computer Networks,0
202,"mac address, mac, adapter, address adapter, address, mac address adapter, address mac address, address mac, adapter mac, adapter mac address",0,Introduction to Computer Networks,0
203,"wimax, mobile wimax, wimax network, known wimax, fixed wimax, wimax fixed, fact wimax, wimax collision, wimax collision course, collision course",19,Software-Defined Networking (SDN),0.293820391
204,"source, destination, router advertisement, outgoing line, solicitation, source destination, destination network, routed source, routed source destination, packet routed source",19,Software-Defined Networking (SDN),0.293820391
205,"data rate, rate, overhead, rate adaptation, adaptation, tion overhead, gross, overhead generated checked, checked start, generated checked",13,Network Routing and Switching,0.315448384
206,"encoding, ascii, encoded, ascii character, require expensive hardware, decode message, encoding option, require expensive, instead encoding, expensive hardware",3,Network Devices and Hardware,0.612245413
207,"sequence number, window, sequence, number, sliding window, sliding, window protocol, range sequence number, range sequence, number respectively",0,Introduction to Computer Networks,0
208,"downstream, upstream, mbps downstream, upstream downstream, downstream mbps, mbps downstream mbps, downstream mbps upstream, mbps upstream, downstream channel, mbps",0,Introduction to Computer Networks,0
209,"sha, hash, hash algorithm, cryptographic hash, hash function, sha hash, cryptographic, function, sha developed, way hash",0,Introduction to Computer Networks,0
210,"quality service, quality, service, based quality, based quality service, flow based quality, support quality, support quality service, class based, flow based",16,Quality of Service (QoS),0.415733544
211,"collision, probability collision, equal probability collision, collision chosen, chosen equal probability, collision chosen equal, collision collision, equal probability, chosen equal, probability collision chosen",0,Introduction to Computer Networks,0
